PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Notes	Raw_Fragments	Source_Status
78	77	103	woman	Hindi	1	1	stɾ̪i		Hindi 1 stɾ̪i	response
78	77	103	woman	Hindi	2	2	ɑuɾət̪		2 ɑuɾət̪	response
78	77	103	woman	Gujarati	1	1	stɾ̪i		Gujarati 1 stɾ̪i	response
78	77	103	woman	Marathi	1	1	stɾ̪i		Marathi 1 stɾ̪i	response
78	77	103	woman	Marathi	3	2	bɑi		3 bɑi	response
78	77	104	child	N-Son-Bal	6	1	bɑɭʌk		N-Son-Bal 6 bɑɭʌk	response
78	77	104	child	N-Son-Pat	6	1	bɑɭʌk		N-Son-Pat 6 bɑɭʌk	response
78	77	104	child	N-Bal-Br	3	1	lekuru		N-Bal-Br 3 lekuru	response
78	77	104	child	N-Bal-Br	6	2	bɑɭʌk		6 bɑɭʌk	response
78	77	104	child	N-Jaj-OBC	4	1	tʃʰɔɾo		N-Jaj-OBC 4 tʃʰɔɾo	response
78	77	104	child	N-Jaj-OBC	6	2	bɑɭʌk		6 bɑɭʌk	response
78	77	104	child	N-Bhi-Bhi	5	1	pɔɾjɑ		N-Bhi-Bhi 5 pɔɾjɑ	response
78	77	104	child	N-Dhar-Bhi	6	1	bɑɭɑk		N-Dhar-Bhi 6 bɑɭɑk	response
78	77	104	child	N-Khj-Bhi	4	1	tʃoɾo		N-Khj-Bhi 4 tʃoɾo	response
78	77	104	child	N-Mah-Bhi	5	1	pɔɾjɑ		N-Mah-Bhi 5 pɔɾjɑ	response
78	77	104	child	N-Rup-Br	1	1	bʌtʃtʃo		N-Rup-Br 1 bʌtʃtʃo	response
78	77	104	child	N-Khr-Gen	6	1	bɑɭɑk		N-Khr-Gen 6 bɑɭɑk	response
78	77	104	child	N-Awl-Bal	6	1	bɑɭɑk		N-Awl-Bal 6 bɑɭɑk	response
78	77	104	child	N-Sir-OBC	3	1	lɛkʰɾu		N-Sir-OBC 3 lɛkʰɾu	response
78	77	104	child	N-Kup-Dar	3	1	lekuru		N-Kup-Dar 3 lekuru	response
78	77	104	child	Par Bhi	5	1	poɾjo		Par Bhi 5 poɾjo	response
78	77	104	child	Malvi	4	1	tʃoɾɑ		Malvi 4 tʃoɾɑ	response
78	77	104	child	Hindi	1	1	bətʃtʃɑ		Hindi 1 bətʃtʃɑ	response
78	77	104	child	Gujarati	4	1	tʃokɾũ		Gujarati 4 tʃokɾũ	response
78	77	104	child	Marathi	2	1	mul		Marathi 2 mul	response
78	77	104	child	Marathi	3	2	lɛkʰɾu		3 lɛkʰɾu	response
78	77	105	father	N-Son-Bal	1	1	bɑp		N-Son-Bal 1 bɑp	response
78	77	105	father	N-Son-Bal	5	2	bʱʌⁱdʒi		5 bʱʌⁱdʒi	response
78	77	105	father	N-Son-Pat	1	1	bʌhʌ		N-Son-Pat 1 bʌhʌ	response
78	77	105	father	N-Bal-Br	1	1	bɑp		N-Bal-Br 1 bɑp	response
78	77	105	father	N-Jaj-OBC	1	1	bɑp		N-Jaj-OBC 1 bɑp	response
78	77	105	father	N-Bhi-Bhi	1	1	bɑp		N-Bhi-Bhi 1 bɑp	response
78	77	105	father	N-Dhar-Bhi	5	1	bʌⁱji		N-Dhar-Bhi 5 bʌⁱji	response
78	77	105	father	N-Khj-Bhi	1	1	bɑp		N-Khj-Bhi 1 bɑp	response
78	77	105	father	N-Mah-Bhi	1	1	bɑp		N-Mah-Bhi 1 bɑp	response
78	77	105	father	N-Rup-Br	5	1	bʌⁱji		N-Rup-Br 5 bʌⁱji	response
78	77	105	father	N-Khr-Gen	1	1	bɑp		N-Khr-Gen 1 bɑp	response
78	77	105	father	N-Awl-Bal	4	1	d̪ɑd̪o		N-Awl-Bal 4 d̪ɑd̪o	response
78	77	105	father	N-Sir-OBC	5	1	bʌⁱji		N-Sir-OBC 5 bʌⁱji	response
78	77	105	father	N-Kup-Dar	5	1	bʱɑⁱdʒi		N-Kup-Dar 5 bʱɑⁱdʒi	response
78	77	105	father	Par Bhi	3	1	ɖokɾu		Par Bhi 3 ɖokɾu	response
78	77	105	father	Malvi	1	1	bɑp		Malvi 1 bɑp	response
78	77	105	father	Hindi	1	1	bɑp		Hindi 1 bɑp	response
78	77	105	father	Hindi	2	2	pitɑ̪		2 pitɑ̪	response
78	77	105	father	Gujarati	1	1	bɑpɑ		Gujarati 1 bɑpɑ	response
78	77	105	father	Gujarati	2	2	pitɑ̪		2 pitɑ̪	response
78	77	105	father	Marathi	1	1	bɑp		Marathi 1 bɑp	response
78	77	105	father	Marathi	2	2	pitɑ̪		2 pitɑ̪	response
79	78	106	mother	N-Son-Bal	1	1	mɑⁱ		N-Son-Bal 1 mɑⁱ	response
79	78	106	mother	N-Son-Pat	1	1	mɑj		N-Son-Pat 1 mɑj	response
79	78	106	mother	N-Bal-Br	1	1	mɑj		N-Bal-Br 1 mɑj	response
79	78	106	mother	N-Jaj-OBC	1	1	mɑj		N-Jaj-OBC 1 mɑj	response
79	78	106	mother	N-Bhi-Bhi	1	1	mɑj		N-Bhi-Bhi 1 mɑj	response
79	78	106	mother	N-Dhar-Bhi	5	1	bʰʌu		N-Dhar-Bhi 5 bʰʌu	response
79	78	106	mother	N-Khj-Bhi	1	1	mɑj		N-Khj-Bhi 1 mɑj	response
79	78	106	mother	N-Mah-Bhi	1	1	mɑⁱ		N-Mah-Bhi 1 mɑⁱ	response
79	78	106	mother	N-Rup-Br	4	1	bʰʌbi		N-Rup-Br 4 bʰʌbi	response
79	78	106	mother	N-Khr-Gen	1	1	mɑⁱ		N-Khr-Gen 1 mɑⁱ	response
79	78	106	mother	N-Awl-Bal	1	1	mɑⁱ		N-Awl-Bal 1 mɑⁱ	response
79	78	106	mother	N-Sir-OBC	4	1	bʌbʌji		N-Sir-OBC 4 bʌbʌji	response
79	78	106	mother	N-Kup-Dar	1	1	mɑj		N-Kup-Dar 1 mɑj	response
79	78	106	mother	Par Bhi	2	1	mɑtɑ̪		Par Bhi 2 mɑtɑ̪	response
79	78	106	mother	Malvi	1	1	mɑ		Malvi 1 mɑ	response
79	78	106	mother	Hindi	1	1	mɑ		Hindi 1 mɑ	response
79	78	106	mother	Hindi	2	2	mɑtɑ̪		Hindi 2 mɑtɑ̪	response
79	78	106	mother	Gujarati	1	1	mɑ		Gujarati 1 mɑ	response
79	78	106	mother	Marathi	3	1	ɑi		Marathi 3 ɑi	response
79	78	107	older brother	N-Son-Bal	1	1	moʈobʰɑj		N-Son-Bal 1 moʈobʰɑj	response
79	78	107	older brother	N-Son-Pat	1	1	bʌɖobʱɑi		N-Son-Pat 1 bʌɖobʱɑi	response
79	78	107	older brother	N-Bal-Br	1	1	moʈobʰɑj		N-Bal-Br 1 moʈobʰɑj	response
79	78	107	older brother	N-Jaj-OBC	1	1	moʈobʱɑi		N-Jaj-OBC 1 moʈobʱɑi	response
79	78	107	older brother	N-Bhi-Bhi	1	1	bʌɖobʱɑi		N-Bhi-Bhi 1 bʌɖobʱɑi	response
79	78	107	older brother	N-Dhar-Bhi	1	1	bʌɖobʱɑi		N-Dhar-Bhi 1 bʌɖobʱɑi	response
79	78	107	older brother	N-Khj-Bhi	1	1	bʌɖobʱɑi		N-Khj-Bhi 1 bʌɖobʱɑi	response
79	78	107	older brother	N-Mah-Bhi	1	1	bʌɖobʱɑi		N-Mah-Bhi 1 bʌɖobʱɑi	response
79	78	107	older brother	N-Rup-Br	1	1	mɔʈɑbʱɑi		N-Rup-Br 1 mɔʈɑbʱɑi	response
79	78	107	older brother	N-Khr-Gen	1	1	mɔʈɑbʱɑⁱ		N-Khr-Gen 1 mɔʈɑbʱɑⁱ	response
79	78	107	older brother	N-Awl-Bal	1	1	bʌɖobʱɑi		N-Awl-Bal 1 bʌɖobʱɑi	response
79	78	107	older brother	N-Sir-OBC	1	1	moʈobʱɑi		N-Sir-OBC 1 moʈobʱɑi	response
79	78	107	older brother	N-Kup-Dar	1	1	mɔʈɔ		N-Kup-Dar 1 mɔʈɔ	response
79	78	107	older brother	Par Bhi	1	1	moʈlubʰɑj		Par Bhi 1 moʈlubʰɑj	response
79	78	107	older brother	Malvi	3	1	d̪ɑd̪o		Malvi 3 d̪ɑd̪o	response
79	78	107	older brother	Hindi	1	1	bəɖɑbʱɑi		Hindi 1 bəɖɑbʱɑi	response
79	78	107	older brother	Gujarati	1	1	moʈobʱɑi		Gujarati 1 moʈobʱɑi	response
79	78	107	older brother	Marathi	2	1	moʈʰbʱɑu		Marathi 2 moʈʰbʱɑu	response
79	78	108	younger brother	N-Son-Bal	1	1	tʃʰɔʈɔbʱɑj		N-Son-Bal 1 tʃʰɔʈɔbʱɑj	response
79	78	108	younger brother	N-Son-Pat	1	1	tʃʰoʈobʱɑi		N-Son-Pat 1 tʃʰoʈobʱɑi	response
79	78	108	younger brother	N-Bal-Br	1	1	tʃoʈobʰaj		N-Bal-Br 1 tʃoʈobʰaj	response
79	78	108	younger brother	N-Jaj-OBC	1	1	nɑnɔbʱɑⁱ		N-Jaj-OBC 1 nɑnɔbʱɑⁱ	response
79	78	108	younger brother	N-Bhi-Bhi	1	1	tʃoʈobʰaj		N-Bhi-Bhi 1 tʃoʈobʰaj	response
79	78	108	younger brother	N-Dhar-Bhi	1	1	tʃoʈobʱɑi		N-Dhar-Bhi 1 tʃoʈobʱɑi	response
79	78	108	younger brother	N-Khj-Bhi	1	1	tʃoʈobʰaj		N-Khj-Bhi 1 tʃoʈobʰaj	response
79	78	108	younger brother	N-Mah-Bhi	1	1	tʃʰoʈobʱɑi		N-Mah-Bhi 1 tʃʰoʈobʱɑi	response
79	78	108	younger brother	N-Rup-Br	1	1	nɑnɔbʱɑⁱ		N-Rup-Br 1 nɑnɔbʱɑⁱ	response
79	78	108	younger brother	N-Khr-Gen	1	1	nɑnɔbʱɑⁱ		N-Khr-Gen 1 nɑnɔbʱɑⁱ	response
79	78	108	younger brother	N-Awl-Bal	1	1	tʃoʈobʱɑi		N-Awl-Bal 1 tʃoʈobʱɑi	response
79	78	108	younger brother	N-Sir-OBC	1	1	nɑnobʱɑi		N-Sir-OBC 1 nɑnobʱɑi	response
79	78	108	younger brother	N-Kup-Dar	3	1	nɑnkjo		N-Kup-Dar 3 nɑnkjo	response
79	78	108	younger brother	Par Bhi	1	1	nɑnlubʱɑj		Par Bhi 1 nɑnlubʱɑj	response
79	78	108	younger brother	Malvi	1	1	bʱʌji		Malvi 1 bʱʌji	response
79	78	108	younger brother	Hindi	1	1	tʃʰoʈɑbʱɑi		Hindi 1 tʃʰoʈɑbʱɑi	response
79	78	108	younger brother	Gujarati	1	1	nɑnobʱɑi		Gujarati 1 nɑnobʱɑi	response
79	78	108	younger brother	Marathi	2	1	lɑhɑnbʱɑu		Marathi 2 lɑhɑnbʱɑu	response
79	78	109	older sister	N-Son-Bal	2	1	bʌɖibæɳ		N-Son-Bal 2 bʌɖibæɳ	response
79	78	109	older sister	N-Son-Pat	2	1	bʌɖibæɳ		N-Son-Pat 2 bʌɖibæɳ	response
79	78	109	older sister	N-Bal-Br	2	1	moʈibʌjiɳ		N-Bal-Br 2 moʈibʌjiɳ	response
79	78	109	older sister	N-Jaj-OBC	2	1	mɔʈibeⁱɳ		N-Jaj-OBC 2 mɔʈibeⁱɳ	response
79	78	109	older sister	N-Jaj-OBC	2	2	beⁱɳ		2 beⁱɳ	response
79	78	109	older sister	N-Jaj-OBC	4	3	dʒidʒi		4 dʒidʒi	response
79	78	109	older sister	N-Bhi-Bhi	2	1	bʌɖibʌjeɳ		N-Bhi-Bhi 2 bʌɖibʌjeɳ	response
79	78	109	older sister	N-Dhar-Bhi	2	1	bʌɖibʌhin		N-Dhar-Bhi 2 bʌɖibʌhin	response
79	78	109	older sister	N-Khj-Bhi	2	1	bʌɖibʌhin		N-Khj-Bhi 2 bʌɖibʌhin	response
79	78	109	older sister	N-Mah-Bhi	2	1	bʌɖibʌjeɳ		N-Mah-Bhi 2 bʌɖibʌjeɳ	response
79	78	109	older sister	N-Rup-Br	2	1	bʌɖibʌhin		N-Rup-Br 2 bʌɖibʌhin	response
79	78	109	older sister	N-Khr-Gen	2	1	moʈibɑⁱɳ		N-Khr-Gen 2 moʈibɑⁱɳ	response
79	78	109	older sister	N-Awl-Bal	2	1	bʌɖibʌhin		N-Awl-Bal 2 bʌɖibʌhin	response
79	78	109	older sister	N-Sir-OBC	2	1	bʌɖibʌhin		N-Sir-OBC 2 bʌɖibʌhin	response
79	78	109	older sister	N-Kup-Dar	3	1	moʈibaj		N-Kup-Dar 3 moʈibaj	response
79	78	109	older sister	Par Bhi	2	1	moʈlibɛjɪn		Par Bhi 2 moʈlibɛjɪn	response
79	78	109	older sister	Malvi	3	1	bʌji		Malvi 3 bʌji	response
79	78	109	older sister	Hindi	1	1	d̪id̪i		Hindi 1 d̪id̪i	response
79	78	109	older sister	Hindi	2	2	bəɖibəhɪn		2 bəɖibəhɪn	response
79	78	109	older sister	Gujarati	2	1	moʈibɛn		Gujarati 2 moʈibɛn	response
79	78	109	older sister	Marathi	2	1	woɖibʌhiɳ		Marathi 2 woɖibʌhiɳ	response
79	78	110	younger sister	N-Son-Bal	1	1	tʃʰoʈibæɳ		N-Son-Bal 1 tʃʰoʈibæɳ	response
79	78	110	younger sister	N-Son-Pat	1	1	tʃʰoʈibæɳ		N-Son-Pat 1 tʃʰoʈibæɳ	response
79	78	110	younger sister	N-Bal-Br	1	1	tʃʰoʈibʌjiɳ		N-Bal-Br 1 tʃʰoʈibʌjiɳ	response
79	78	110	younger sister	N-Jaj-OBC	1	1	nanibeⁱɳ		N-Jaj-OBC 1 nanibeⁱɳ	response
79	78	110	younger sister	N-Bhi-Bhi	1	1	tʃʰoʈibʌjiɳ		N-Bhi-Bhi 1 tʃʰoʈibʌjiɳ	response
79	78	110	younger sister	N-Dhar-Bhi	1	1	tʃʰoʈibʌjiɳ		N-Dhar-Bhi 1 tʃʰoʈibʌjiɳ	response
79	78	110	younger sister	N-Khj-Bhi	1	1	tʃʰoʈibʌjiɳ		N-Khj-Bhi 1 tʃʰoʈibʌjiɳ	response
79	78	110	younger sister	N-Mah-Bhi	1	1	tʃʰoʈibʌjeɳ		N-Mah-Bhi 1 tʃʰoʈibʌjeɳ	response
79	78	110	younger sister	N-Rup-Br	1	1	tʃʰoʈibʌjiɳ		N-Rup-Br 1 tʃʰoʈibʌjiɳ	response
79	78	110	younger sister	N-Khr-Gen	1	1	nɑnibɑⁱɳ		N-Khr-Gen 1 nɑnibɑⁱɳ	response
79	78	110	younger sister	N-Awl-Bal	1	1	tʃʰoʈibɛjin		N-Awl-Bal 1 tʃʰoʈibɛjin	response
79	78	110	younger sister	N-Sir-OBC	1	1	tʃoʈibəhin		N-Sir-OBC 1 tʃoʈibəhin	response
79	78	110	younger sister	N-Kup-Dar	1	1	n̪ɑnkibeⁱn		N-Kup-Dar 1 n̪ɑnkibeⁱn	response
79	78	110	younger sister	Par Bhi	1	1	nɑnlibɛjin		Par Bhi 1 nɑnlibɛjin	response
79	78	110	younger sister	Malvi	1	1	tʃʰoʈibɛjin		Malvi 1 tʃʰoʈibɛjin	response
79	78	110	younger sister	Hindi	1	1	tʃoʈibəhin		Hindi 1 tʃoʈibəhin	response
79	78	110	younger sister	Gujarati	1	1	nɑnibɛn		Gujarati 1 nɑnibɛn	response
79	78	110	younger sister	Marathi	1	1	lɑhɑn-bʰʌhiɳ		Marathi 1 lɑhɑn-bʰʌhiɳ	response
79	78	111	son	N-Son-Bal	4	1	tʃʰɔɾɔ		N-Son-Bal 4 tʃʰɔɾɔ	response
79	78	111	son	N-Son-Pat	4	1	tʃʰoɾo		N-Son-Pat 4 tʃʰoɾo	response
79	78	111	son	N-Bal-Br	4	1	tʃʰɔɾɔ		N-Bal-Br 4 tʃʰɔɾɔ	response
79	78	111	son	N-Jaj-OBC	4	1	tʃʰɔɾɔ		N-Jaj-OBC 4 tʃʰɔɾɔ	response
79	78	111	son	N-Bhi-Bhi	4	1	tʃoɾɑ		N-Bhi-Bhi 4 tʃoɾɑ	response
79	78	111	son	N-Dhar-Bhi	4	1	tʃoɾɑ		N-Dhar-Bhi 4 tʃoɾɑ	response
79	78	111	son	N-Khj-Bhi	4	1	tʃoɾɑ		N-Khj-Bhi 4 tʃoɾɑ	response
79	78	111	son	N-Mah-Bhi	4	1	tʃʰɔɾɔ		N-Mah-Bhi 4 tʃʰɔɾɔ	response
79	78	111	son	N-Rup-Br	4	1	tʃoɾɑ		N-Rup-Br 4 tʃoɾɑ	response
79	78	111	son	N-Khr-Gen	4	1	tʃʰɔɾɔ		N-Khr-Gen 4 tʃʰɔɾɔ	response
79	78	111	son	N-Awl-Bal	4	1	tʃʰɔɾɔ		N-Awl-Bal 4 tʃʰɔɾɔ	response
79	78	111	son	N-Awl-Bal	7	2	baɭak		7 baɭak	response
79	78	111	son	N-Sir-OBC	4	1	tʃʰɔɾɔ		N-Sir-OBC 4 tʃʰɔɾɔ	response
79	78	111	son	N-Kup-Dar	6	1	poɾeo		N-Kup-Dar 6 poɾeo	response
79	78	111	son	Par Bhi	6	1	poɾjo		Par Bhi 6 poɾjo	response
79	78	111	son	Malvi	4	1	tʃoɾɑ		Malvi 4 tʃoɾɑ	response
79	78	111	son	Hindi	1	1	beʈɑ		Hindi 1 beʈɑ	response
79	78	111	son	Gujarati	2	1	putə̪ɾɑ		Gujarati 2 putə̪ɾɑ	response
79	78	111	son	Gujarati	4	2	tʃokɾo		4 tʃokɾo	response
79	78	111	son	Gujarati	5	3	d̪ikəɾo		5 d̪ikəɾo	response
79	78	111	son	Marathi	2	1	putɾ̪ʌ		Marathi 2 putɾ̪ʌ	response
79	78	111	son	Marathi	3	2	mulgɑ		3 mulgɑ	response
80	79	112	daughter	N-Son-Bal	5	1	tʃʰɔɾi		N-Son-Bal 5 tʃʰɔɾi	response
80	79	112	daughter	N-Son-Pat	5	1	tʃʰɔɾi		N-Son-Pat 5 tʃʰɔɾi	response
80	79	112	daughter	N-Bal-Br	5	1	tʃʰɔɾi		N-Bal-Br 5 tʃʰɔɾi	response
80	79	112	daughter	N-Bal-Br	5	2	tʃoɾi		5 tʃoɾi	response
80	79	112	daughter	N-Jaj-OBC	5	1	tʃʰɔɾi		N-Jaj-OBC 5 tʃʰɔɾi	response
80	79	112	daughter	N-Bhi-Bhi	5	1	tʃoɾi		N-Bhi-Bhi 5 tʃoɾi	response
80	79	112	daughter	N-Dhar-Bhi	5	1	tʃoɾi		N-Dhar-Bhi 5 tʃoɾi	response
80	79	112	daughter	N-Khj-Bhi	5	1	tʃoɾi		N-Khj-Bhi 5 tʃoɾi	response
80	79	112	daughter	N-Mah-Bhi	5	1	tʃʰɔɾi		N-Mah-Bhi 5 tʃʰɔɾi	response
80	79	112	daughter	N-Rup-Br	5	1	tʃoɾi		N-Rup-Br 5 tʃoɾi	response
80	79	112	daughter	N-Khr-Gen	5	1	tʃʰɔɾi		N-Khr-Gen 5 tʃʰɔɾi	response
80	79	112	daughter	N-Awl-Bal	1	1	beʈi		N-Awl-Bal 1 beʈi	response
80	79	112	daughter	N-Sir-OBC	5	1	tʃoɾi		N-Sir-OBC 5 tʃoɾi	response
80	79	112	daughter	N-Kup-Dar	7	1	poɾeⁱ		N-Kup-Dar 7 poɾeⁱ	response
80	79	112	daughter	Par Bhi	7	1	poɾi		Par Bhi 7 poɾi	response
80	79	112	daughter	Malvi	5	1	tʃoɾi		Malvi 5 tʃoɾi	response
80	79	112	daughter	Hindi	1	1	beʈi		Hindi 1 beʈi	response
80	79	112	daughter	Hindi	2	2	pʊtɾ̪i		2 pʊtɾ̪i	response
80	79	112	daughter	Gujarati	2	1	putə̪ɾi		Gujarati 2 putə̪ɾi	response
80	79	112	daughter	Gujarati	5	2	tʃokɾi		5 tʃokɾi	response
80	79	112	daughter	Gujarati	6	3	d̪ikəɾi		6 d̪ikəɾi	response
80	79	112	daughter	Marathi	3	1	kʌnjɑ		Marathi 3 kʌnjɑ	response
80	79	112	daughter	Marathi	4	2	mulgi		4 mulgi	response
80	79	113	husband	N-Son-Bal	5	1	d̪ʰʌɳi		N-Son-Bal 5 d̪ʰʌɳi	response
80	79	113	husband	N-Son-Pat	5	1	d̪ʰʌɳi		N-Son-Pat 5 d̪ʰʌɳi	response
80	79	113	husband	N-Bal-Br	5	1	d̪ʰʌɳi		N-Bal-Br 5 d̪ʰʌɳi	response
80	79	113	husband	N-Jaj-OBC	5	1	dʱ̪ʌɳi		N-Jaj-OBC 5 dʱ̪ʌɳi	response
80	79	113	husband	N-Jaj-OBC	5	2	dʱ̪ʌɳi		5 dʱ̪ʌɳi	response
80	79	113	husband	N-Bhi-Bhi	5	1	dʱ̪ʌɳi		N-Bhi-Bhi 5 dʱ̪ʌɳi	response
80	79	113	husband	N-Dhar-Bhi	5	1	d̪ʰʌɳi		N-Dhar-Bhi 5 d̪ʰʌɳi	response
80	79	113	husband	N-Khj-Bhi	4	1	gʰʌrvɑɭo		N-Khj-Bhi 4 gʰʌrvɑɭo	response
80	79	113	husband	N-Mah-Bhi	4	1	gʰʌrvɑɭo		N-Mah-Bhi 4 gʰʌrvɑɭo	response
80	79	113	husband	N-Rup-Br	5	1	d̪ʰʌɳi		N-Rup-Br 5 d̪ʰʌɳi	response
80	79	113	husband	N-Khr-Gen	5	1	dʱ̪ɑɳi		N-Khr-Gen 5 dʱ̪ɑɳi	response
80	79	113	husband	N-Awl-Bal	4	1	gʰʌrvɑɭo		N-Awl-Bal 4 gʰʌrvɑɭo	response
80	79	113	husband	N-Awl-Bal	5	2	dʱ̪ʌɳi		5 dʱ̪ʌɳi	response
80	79	113	husband	N-Sir-OBC	2	1	ɭɑɖo		N-Sir-OBC 2 ɭɑɖo	response
80	79	113	husband	N-Kup-Dar	5	1	d̪ʰʌɳi		N-Kup-Dar 5 d̪ʰʌɳi	response
80	79	113	husband	Par Bhi	4	1	gʰʌrvɑɭo		Par Bhi 4 gʰʌrvɑɭo	response
80	79	113	husband	Par Bhi	5	2	dʱ̪ʌɳi		5 dʱ̪ʌɳi	response
80	79	113	husband	Malvi	4	1	gʱɛɾvɑlo		Malvi 4 gʱɛɾvɑlo	response
80	79	113	husband	Malvi	5	2	dʱ̪ʌɳi		5 dʱ̪ʌɳi	response
80	79	113	husband	Hindi	1	1	pəti̪		Hindi 1 pəti̪	response
80	79	113	husband	Gujarati	5	1	dʱ̪ʌɳi		Gujarati 5 dʱ̪ʌɳi	response
80	79	113	husband	Marathi	1	1	puti̪		Marathi 1 puti̪	response
80	79	113	husband	Marathi	3	2	mulgi		3 mulgi	response
80	79	114	wife	N-Son-Bal	2	1	bʌⁱɾu		N-Son-Bal 2 bʌⁱɾu	response
80	79	114	wife	N-Son-Pat	5	1	lɑɖi		N-Son-Pat 5 lɑɖi	response
80	79	114	wife	N-Bal-Br	2	1	bʌⁱɾo		N-Bal-Br 2 bʌⁱɾo	response
80	79	114	wife	N-Jaj-OBC	4	1	lugʌⁱ		N-Jaj-OBC 4 lugʌⁱ	response
80	79	114	wife	N-Bhi-Bhi	4	1	lugʌⁱ		N-Bhi-Bhi 4 lugʌⁱ	response
80	79	114	wife	N-Dhar-Bhi	4	1	lugʌⁱ		N-Dhar-Bhi 4 lugʌⁱ	response
80	79	114	wife	N-Khj-Bhi	2	1	bʌⁱɾu		N-Khj-Bhi 2 bʌⁱɾu	response
80	79	114	wife	N-Khj-Bhi	3	2	gʱʌɾvʌɭi		N-Khj-Bhi 3 gʱʌɾvʌɭi	response
80	79	114	wife	N-Mah-Bhi	4	1	lugʌⁱ		N-Mah-Bhi 4 lugʌⁱ	response
80	79	114	wife	N-Rup-Br	3	1	gʱʌɾvʌɭi		N-Rup-Br 3 gʱʌɾvʌɭi	response
80	79	114	wife	N-Rup-Br	4	2	lugʌⁱ		4 lugʌⁱ	response
80	79	114	wife	N-Khr-Gen	2	1	bɑⁱɾu		N-Khr-Gen 2 bɑⁱɾu	response
80	79	114	wife	N-Awl-Bal	3	1	gʱʌrvɑɭʌⁱ		N-Awl-Bal 3 gʱʌrvɑɭʌⁱ	response
80	79	114	wife	N-Awl-Bal	4	2	lugʌⁱ		4 lugʌⁱ	response
80	79	114	wife	N-Sir-OBC	4	1	lugʌⁱ		N-Sir-OBC 4 lugʌⁱ	response
80	79	114	wife	N-Kup-Dar	2	1	bʌⁱɾu		N-Kup-Dar 2 bʌⁱɾu	response
80	79	114	wife	Par Bhi	3	1	gʱʌrvɑɭi		Par Bhi 3 gʱʌrvɑɭi	response
80	79	114	wife	Par Bhi	4	2	logɑj		4 logɑj	response
80	79	114	wife	Malvi	3	1	gʱɛrvɑli		Malvi 3 gʱɛrvɑli	response
80	79	114	wife	Hindi	1	1	pətn̪i		Hindi 1 pətn̪i	response
80	79	114	wife	Hindi	4	2	lugʌⁱ		4 lugʌⁱ	response
80	79	114	wife	Gujarati	1	1	pətn̪i		Gujarati 1 pətn̪i	response
80	79	114	wife	Gujarati	4	2	lugʌⁱ		4 lugʌⁱ	response
80	79	114	wife	Marathi	1	1	pʌtn̪i		Marathi 1 pʌtn̪i	response
80	79	114	wife	Marathi	2	2	bɑiko		2 bɑiko	response
81	80	115	boy	N-Son-Bal	4	1	tʃʰoɾʌ		N-Son-Bal 4 tʃʰoɾʌ	response
81	80	115	boy	N-Son-Pat	4	1	tʃɔɾa		N-Son-Pat 4 tʃɔɾa	response
81	80	115	boy	N-Son-Pat	5	2	pɔɾjɑ		5 pɔɾjɑ	response
81	80	115	boy	N-Son-Pat	7	3	dʒʱʊmkɔ		7 dʒʱʊmkɔ	response
81	80	115	boy	N-Bal-Br	5	1	poɾjo		N-Bal-Br 5 poɾjo	response
81	80	115	boy	N-Jaj-OBC	5	1	poɾjɔ		N-Jaj-OBC 5 poɾjɔ	response
81	80	115	boy	N-Bhi-Bhi	4	1	tʃoɾɑ		N-Bhi-Bhi 4 tʃoɾɑ	response
81	80	115	boy	N-Dhar-Bhi	4	1	tʃoɾɑ		N-Dhar-Bhi 4 tʃoɾɑ	response
81	80	115	boy	N-Khj-Bhi	5	1	pɔɾjɑ		N-Khj-Bhi 5 pɔɾjɑ	response
81	80	115	boy	N-Mah-Bhi	5	1	pɔɾjɑ		N-Mah-Bhi 5 pɔɾjɑ	response
81	80	115	boy	N-Rup-Br	4	1	tʃoɾɑ		N-Rup-Br 4 tʃoɾɑ	response
81	80	115	boy	N-Khr-Gen	4	1	tʃʰɔɾɔ		N-Khr-Gen 4 tʃʰɔɾɔ	response
81	80	115	boy	N-Awl-Bal	4	1	tʃʰɔɾɔ		N-Awl-Bal 4 tʃʰɔɾɔ	response
81	80	115	boy	N-Awl-Bal	5	2	poɾjo		5 poɾjo	response
81	80	115	boy	N-Sir-OBC	4	1	tʃʰɔɾɔ		N-Sir-OBC 4 tʃʰɔɾɔ	response
81	80	115	boy	N-Kup-Dar	6	1	nɑnu		N-Kup-Dar 6 nɑnu	response
81	80	115	boy	Par Bhi	5	1	poɾjo		Par Bhi 5 poɾjo	response
81	80	115	boy	Malvi	4	1	tʃoɾɑ		Malvi 4 tʃoɾɑ	response
81	80	115	boy	Hindi	1	1	ləɖkɑ		Hindi 1 ləɖkɑ	response
81	80	115	boy	Gujarati	4	1	tʃokɾo		Gujarati 4 tʃokɾo	response
81	80	115	boy	Marathi	2	1	puɾgɑ		Marathi 2 puɾgɑ	response
81	80	115	boy	Marathi	3	2	mulgɑ		Marathi 3 mulgɑ	response
81	80	116	girl	N-Son-Bal	4	1	tʃʰɔɾi		N-Son-Bal 4 tʃʰɔɾi	response
81	80	116	girl	N-Son-Pat	2	1	poɾʌj		N-Son-Pat 2 poɾʌj	response
81	80	116	girl	N-Son-Pat	4	2	tʃɔɾi		4 tʃɔɾi	response
