Item	Gloss	Source_Code	Source_Label	Site_Name	Role	Response	Similarity_Group	Form	PDF_Page	Printed_Page
109	older sister	N	Nagpuriya	Nagpuriya	comparison control	1	1	d̪id̪i	58	58
109	older sister	G	Sirmauri	Sirmauri	comparison control	1	2	dʒidʒi	58	58
110	younger sister	K	Jaunsari-Korwa	Korwa	target	1	2	bɐjʈi	58	58
110	younger sister	D	Jaunsari-Khanaad	Khanaad	target	1	2	bɐjʈi	58	58
110	younger sister	C	Jaunsari-Chapnu	Chapnu	target	1	2	bɐjʈi	58	58
110	younger sister	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	bɐjʈi	58	58
110	younger sister	M	MixedJB-Maindrath	Maindrath	target	1	2	bɐjʈi	58	58
110	younger sister	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	bɦɐjɐ	58	58
110	younger sister	A	Jaunsari-Chakratha	Chakrata	target	1	2	baʈi	58	58
110	younger sister	h	Hindi	Hindi	comparison control	1	1	tʃoʈibəhin	58	58
110	younger sister	S	Bangani	Bangani	comparison control	1	3	bajə	58	58
110	younger sister	J	Jaunpuri	Jaunpuri	comparison control	1	4	bɦuli	58	58
110	younger sister	N	Nagpuriya	Nagpuriya	comparison control	1	4	bɦuli	58	58
110	younger sister	G	Sirmauri	Sirmauri	comparison control	1	2	bajːʈe	58	58
111	son	K	Jaunsari-Korwa	Korwa	target	1	1	beʈa	58	58
111	son	K	Jaunsari-Korwa	Korwa	target	2	3	tshɔʈɐ	58	58
111	son	D	Jaunsari-Khanaad	Khanaad	target	1	1	beʈa	58	58
111	son	C	Jaunsari-Chapnu	Chapnu	target	1	1	beʈa	58	58
111	son	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	beʈɐ	58	58
111	son	M	MixedJB-Maindrath	Maindrath	target	1	1	beʈɐ	58	58
111	son	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	beʈai	58	58
111	son	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	2	3	tʃoɾa	58	58
111	son	A	Jaunsari-Chakratha	Chakrata	target	1	1	beʈa	58	58
111	son	h	Hindi	Hindi	comparison control	1	1	beʈa	58	58
111	son	h	Hindi	Hindi	comparison control	2	2	lʌɖəka	58	58
111	son	S	Bangani	Bangani	comparison control	1	1	beʈa	58	58
111	son	J	Jaunpuri	Jaunpuri	comparison control	1	1	beʈa	58	58
111	son	N	Nagpuriya	Nagpuriya	comparison control	1	4	lɔɽu	58	58
111	son	G	Sirmauri	Sirmauri	comparison control	1	1	beʈa	58	58
112	daughter	K	Jaunsari-Korwa	Korwa	target	1	1	beʈi	58	58
112	daughter	K	Jaunsari-Korwa	Korwa	target	2	3	tshɔuʈi	58	58
112	daughter	D	Jaunsari-Khanaad	Khanaad	target	1	1	beʈi	58	58
112	daughter	C	Jaunsari-Chapnu	Chapnu	target	1	1	beʈi	58	58
112	daughter	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	beʈi	58	58
112	daughter	M	MixedJB-Maindrath	Maindrath	target	1	1	beʈi	58	58
112	daughter	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	4	tʃoɾi	58	58
112	daughter	A	Jaunsari-Chakratha	Chakrata	target	1	1	beʈi	58	58
112	daughter	h	Hindi	Hindi	comparison control	1	1	beʈi	58	58
112	daughter	h	Hindi	Hindi	comparison control	2	2	lʌɖəki	58	58
112	daughter	S	Bangani	Bangani	comparison control	1	1	beʈi	58	58
112	daughter	J	Jaunpuri	Jaunpuri	comparison control	1	1	beʈi	58	58
112	daughter	N	Nagpuriya	Nagpuriya	comparison control	1	4	lɔɽi	58	58
112	daughter	G	Sirmauri	Sirmauri	comparison control	1	1	beʈi	58	58
113	husband	K	Jaunsari-Korwa	Korwa	target	1	2	khɔɐnd̪	58	58
113	husband	D	Jaunsari-Khanaad	Khanaad	target	1	2	khɔɐnd̪	58	58
113	husband	C	Jaunsari-Chapnu	Chapnu	target	1	2	khɔɐnd̪	58	58
113	husband	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	khɔnd̪	58	58
113	husband	M	MixedJB-Maindrath	Maindrath	target	1	2	khuand̪	58	58
113	husband	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	khãwɸan	58	58
113	husband	A	Jaunsari-Chakratha	Chakrata	target	1	4	kaʋəɖ	58	58
113	husband	h	Hindi	Hindi	comparison control	1	1	pət̪i	58	58
113	husband	S	Bangani	Bangani	comparison control	1	5	malik	58	58
113	husband	J	Jaunpuri	Jaunpuri	comparison control	1	5	malik	58	58
113	husband	N	Nagpuriya	Nagpuriya	comparison control	1	5	malik	58	58
113	husband	G	Sirmauri	Sirmauri	comparison control	1	6	ghəɾʋala	58	58
114	wife	K	Jaunsari-Korwa	Korwa	target	1	2	dʒoɾu	58	58
114	wife	D	Jaunsari-Khanaad	Khanaad	target	1	2	dʒoɾu	58	58
114	wife	C	Jaunsari-Chapnu	Chapnu	target	1	2	dʒoɾu	58	58
114	wife	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	dʒoɾu	58	58
114	wife	M	MixedJB-Maindrath	Maindrath	target	1	2	dʒoɾu	58	58
114	wife	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	2	dʒuɾu	58	58
114	wife	A	Jaunsari-Chakratha	Chakrata	target	1	2	dʒoɾu	58	58
114	wife	h	Hindi	Hindi	comparison control	1	1	pət̪ni	58	58
114	wife	S	Bangani	Bangani	comparison control	1	3	tʃhʋoɽ	59	59
114	wife	J	Jaunpuri	Jaunpuri	comparison control	1	4	gɦəɾʋali	59	59
114	wife	N	Nagpuriya	Nagpuriya	comparison control	1	4	gɦəɾʋali	59	59
114	wife	G	Sirmauri	Sirmauri	comparison control	1	4	gɦəɾʋali	59	59
115	boy	K	Jaunsari-Korwa	Korwa	target	1	1	ləɖəka	59	59
115	boy	D	Jaunsari-Khanaad	Khanaad	target	1	1	laɖəkoʈu	59	59
115	boy	C	Jaunsari-Chapnu	Chapnu	target	1	2	beʈa	59	59
115	boy	B	Jaunsari-Bhandroli	Bhandroli	target	1	4	kuɐsɐ	59	59
115	boy	M	MixedJB-Maindrath	Maindrath	target	1	1	ləɖəka	59	59
115	boy	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	tʃoɾɐ	59	59
115	boy	A	Jaunsari-Chakratha	Chakrata	target	1	3	tʃhoʈa	59	59
115	boy	h	Hindi	Hindi	comparison control	1	1	ləɖəka	59	59
115	boy	S	Bangani	Bangani	comparison control	1	1	laɽka	59	59
115	boy	S	Bangani	Bangani	comparison control	2	2	beʈa	59	59
115	boy	J	Jaunpuri	Jaunpuri	comparison control	1	5	njaːl	59	59
115	boy	N	Nagpuriya	Nagpuriya	comparison control	1	6	lɔɽu	59	59
115	boy	G	Sirmauri	Sirmauri	comparison control	1	1	laɽka	59	59
116	girl	K	Jaunsari-Korwa	Korwa	target	1	1	ləɖəki	59	59
116	girl	D	Jaunsari-Khanaad	Khanaad	target	1	1	ləɖəki	59	59
116	girl	C	Jaunsari-Chapnu	Chapnu	target	1	2	beʈi	59	59
116	girl	B	Jaunsari-Bhandroli	Bhandroli	target	1	4	gjaɳʈuɖi	59	59
116	girl	M	MixedJB-Maindrath	Maindrath	target	1	1	ləɖəki	59	59
116	girl	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	tʃhoɾi	59	59
116	girl	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	2	6	tʃhoɾi	59	59
116	girl	A	Jaunsari-Chakratha	Chakrata	target	1	3	tʃhoʈi	59	59
116	girl	h	Hindi	Hindi	comparison control	1	1	ləɖəki	59	59
116	girl	S	Bangani	Bangani	comparison control	1	1	laɽki	59	59
116	girl	S	Bangani	Bangani	comparison control	2	2	beʈi	59	59
116	girl	S	Bangani	Bangani	comparison control	3	7	laɽki	59	59
116	girl	J	Jaunpuri	Jaunpuri	comparison control	1	5	njaːli	59	59
116	girl	N	Nagpuriya	Nagpuriya	comparison control	1	6	lɔɽi	59	59
116	girl	N	Nagpuriya	Nagpuriya	comparison control	2	7	lɔɽi	59	59
116	girl	G	Sirmauri	Sirmauri	comparison control	1	1	laɽki	59	59
116	girl	G	Sirmauri	Sirmauri	comparison control	2	7	laɽki	59	59
117	day	K	Jaunsari-Korwa	Korwa	target	1	1	d̪ɪn	59	59
117	day	K	Jaunsari-Korwa	Korwa	target	2	2	d̪us	59	59
117	day	D	Jaunsari-Khanaad	Khanaad	target	1	2	d̪us	59	59
117	day	C	Jaunsari-Chapnu	Chapnu	target	1	2	d̪us	59	59
117	day	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	d̪usɐ	59	59
117	day	M	MixedJB-Maindrath	Maindrath	target	1	2	d̪us	59	59
117	day	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	d̪ɪn	59	59
117	day	A	Jaunsari-Chakratha	Chakrata	target	1	2	d̪us	59	59
117	day	h	Hindi	Hindi	comparison control	1	1	d̪ɪn	59	59
117	day	S	Bangani	Bangani	comparison control	1	2	d̪use	59	59
117	day	J	Jaunpuri	Jaunpuri	comparison control	1	1	d̪ɪn	59	59
117	day	N	Nagpuriya	Nagpuriya	comparison control	1	1	d̪ɪn	59	59
117	day	G	Sirmauri	Sirmauri	comparison control	1	2	dɛs	59	59
118	night	K	Jaunsari-Korwa	Korwa	target	1	1	ɾat̪	59	59
118	night	D	Jaunsari-Khanaad	Khanaad	target	1	1	ɾat̪	59	59
118	night	C	Jaunsari-Chapnu	Chapnu	target	1	1	ɾat̪	59	59
118	night	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	ɾat̪i	59	59
118	night	M	MixedJB-Maindrath	Maindrath	target	1	1	ɾat̪	59	59
118	night	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	ɾat̪	59	59
118	night	A	Jaunsari-Chakratha	Chakrata	target	1	1	ɾat̪	59	59
118	night	h	Hindi	Hindi	comparison control	1	1	ɾat̪	59	59
118	night	S	Bangani	Bangani	comparison control	1	1	ɾat̪	59	59
118	night	J	Jaunpuri	Jaunpuri	comparison control	1	1	ɾat̪	59	59
118	night	N	Nagpuriya	Nagpuriya	comparison control	1	1	ɾat̪	59	59
118	night	G	Sirmauri	Sirmauri	comparison control	1	1	rat	59	59
119	morning	K	Jaunsari-Korwa	Korwa	target	1	1	dʒiʃɐ	59	59
119	morning	D	Jaunsari-Khanaad	Khanaad	target	1	1	dʒiʃɐ	59	59
119	morning	C	Jaunsari-Chapnu	Chapnu	target	1	1	dʒiʃɐ	59	59
119	morning	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	dʒiʃɐ	59	59
119	morning	M	MixedJB-Maindrath	Maindrath	target	1	1	dʒiʃɐ	59	59
119	morning	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	2	ɾɐt̪ke beɾɐ	59	59
119	morning	A	Jaunsari-Chakratha	Chakrata	target	1	3	ɾat̪ija	59	59
119	morning	h	Hindi	Hindi	comparison control	1	4	subəh	59	59
119	morning	S	Bangani	Bangani	comparison control	1	3	ɾat̪t̪i	59	59
119	morning	J	Jaunpuri	Jaunpuri	comparison control	1	4	suber	59	59
119	morning	N	Nagpuriya	Nagpuriya	comparison control	1	4	subiɛɾ	59	59
119	morning	G	Sirmauri	Sirmauri	comparison control	1	1	dʒiʃɐ	59	59
120	noon	K	Jaunsari-Korwa	Korwa	target	1	2	d̪usɐv	59	59
120	noon	K	Jaunsari-Korwa	Korwa	target	2	3	gomo	59	59
120	noon	D	Jaunsari-Khanaad	Khanaad	target	1	3	gomo	59	59
120	noon	C	Jaunsari-Chapnu	Chapnu	target	1	2	d̪usɐv	59	59
120	noon	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	d̪usɐ	59	59
120	noon	B	Jaunsari-Bhandroli	Bhandroli	target	2	3	gɦomo	59	59
120	noon	M	MixedJB-Maindrath	Maindrath	target	1	1	d̪əpaɾ	59	59
120	noon	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	gɐmɔɖ	59	59
120	noon	A	Jaunsari-Chakratha	Chakrata	target	1	2	d̪usa	60	60
120	noon	h	Hindi	Hindi	comparison control	1	1	dopəhəɾ	60	60
120	noon	S	Bangani	Bangani	comparison control	1	2	d̪use	60	60
120	noon	J	Jaunpuri	Jaunpuri	comparison control	1	1	d̪ophəɾu	60	60
120	noon	N	Nagpuriya	Nagpuriya	comparison control	1	1	d̪ophəɾu	60	60
120	noon	G	Sirmauri	Sirmauri	comparison control	1	1	duphɾija	60	60
121	evening/afternoon	K	Jaunsari-Korwa	Korwa	target	1	2	beukɛ	60	60
121	evening/afternoon	D	Jaunsari-Khanaad	Khanaad	target	1	2	beukɛ	60	60
121	evening/afternoon	C	Jaunsari-Chapnu	Chapnu	target	1	2	beukɛ	60	60
121	evening/afternoon	B	Jaunsari-Bhandroli	Bhandroli	target	1	4	phiɾi	60	60
121	evening/afternoon	M	MixedJB-Maindrath	Maindrath	target	1	4	phiɾi	60	60
121	evening/afternoon	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	beɖkɛ beɾɐ	60	60
121	evening/afternoon	A	Jaunsari-Chakratha	Chakrata	target	1	5	patʃhə	60	60
121	evening/afternoon	h	Hindi	Hindi	comparison control	1	1	sɐɲdʒa	60	60
121	evening/afternoon	S	Bangani	Bangani	comparison control	1	2	bjaikə	60	60
121	evening/afternoon	S	Bangani	Bangani	comparison control	2	6	bjaikə	60	60
121	evening/afternoon	J	Jaunpuri	Jaunpuri	comparison control	1	6	bjəkhnu	60	60
121	evening/afternoon	N	Nagpuriya	Nagpuriya	comparison control	1	6	bjakuni	60	60
121	evening/afternoon	G	Sirmauri	Sirmauri	comparison control	1	6	bjaqɭukha	60	60
122	yesterday	K	Jaunsari-Korwa	Korwa	target	1	2	bejɐ	60	60
122	yesterday	D	Jaunsari-Khanaad	Khanaad	target	1	2	bijɐ	60	60
122	yesterday	C	Jaunsari-Chapnu	Chapnu	target	1	2	bej	60	60
122	yesterday	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	bejɐ	60	60
122	yesterday	M	MixedJB-Maindrath	Maindrath	target	1	4	bjaɭu	60	60
122	yesterday	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	4	bejadu	60	60
122	yesterday	A	Jaunsari-Chakratha	Chakrata	target	1	3	poɾɔ	60	60
122	yesterday	h	Hindi	Hindi	comparison control	1	1	kʌl	60	60
122	yesterday	S	Bangani	Bangani	comparison control	1	4	bjala	60	60
122	yesterday	J	Jaunpuri	Jaunpuri	comparison control	1	4	bjali	60	60
122	yesterday	N	Nagpuriya	Nagpuriya	comparison control	1	5	pəɾsi	60	60
122	yesterday	G	Sirmauri	Sirmauri	comparison control	1	6	hidʒo	60	60
123	today	K	Jaunsari-Korwa	Korwa	target	1	2	elɐ	60	60
123	today	D	Jaunsari-Khanaad	Khanaad	target	1	2	elɐ	60	60
123	today	C	Jaunsari-Chapnu	Chapnu	target	1	2	elɐ	60	60
123	today	B	Jaunsari-Bhandroli	Bhandroli	target	1	3	et̪ɾɐ	60	60
123	today	M	MixedJB-Maindrath	Maindrath	target	1	3	ɪt̪ɾɐ	60	60
123	today	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	ɪt̪sɐ	60	60
123	today	A	Jaunsari-Chakratha	Chakrata	target	1	2	ala	60	60
123	today	h	Hindi	Hindi	comparison control	1	1	adʒ	60	60
123	today	S	Bangani	Bangani	comparison control	1	3	ɪt̪əɾa	60	60
123	today	J	Jaunpuri	Jaunpuri	comparison control	1	1	adʒ	60	60
123	today	N	Nagpuriya	Nagpuriya	comparison control	1	1	adʒ	60	60
123	today	G	Sirmauri	Sirmauri	comparison control	1	1	adʒ	60	60
124	tomorrow	K	Jaunsari-Korwa	Korwa	target	1	2	d̪ɔt̪ijɐ	60	60
124	tomorrow	D	Jaunsari-Khanaad	Khanaad	target	1	2	d̪ɔt̪ijɐ	60	60
124	tomorrow	C	Jaunsari-Chapnu	Chapnu	target	1	2	d̪ɔt̪ijɐ	60	60
124	tomorrow	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	d̪ɔt̪ijɐ	60	60
124	tomorrow	M	MixedJB-Maindrath	Maindrath	target	1	2	d̪ot̪i	60	60
124	tomorrow	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	bɔɖɐ	60	60
124	tomorrow	A	Jaunsari-Chakratha	Chakrata	target	1	2	d̪ot̪ija	60	60
124	tomorrow	h	Hindi	Hindi	comparison control	1	1	kʌl	60	60
124	tomorrow	S	Bangani	Bangani	comparison control	1	2	d̪ot̪i	60	60
124	tomorrow	J	Jaunpuri	Jaunpuri	comparison control	1	4	bɦol	60	60
124	tomorrow	N	Nagpuriya	Nagpuriya	comparison control	1	4	bɦol	60	60
124	tomorrow	G	Sirmauri	Sirmauri	comparison control	1	2	dɔtːi	60	60
125	week	K	Jaunsari-Korwa	Korwa	target	1	1	hɐpt̪ɐ	60	60
125	week	K	Jaunsari-Korwa	Korwa	target	2	1	sɐpt̪ɐ	60	60
125	week	D	Jaunsari-Khanaad	Khanaad	target	1	1	hɐpt̪ɐ	60	60
125	week	C	Jaunsari-Chapnu	Chapnu	target	1	1	hɐpt̪ɐ	60	60
125	week	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	hɐpt̪ɐ	60	60
125	week	M	MixedJB-Maindrath	Maindrath	target	1	1	hɐpt̪ɐ	60	60
125	week	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	hɐpt̪ɐ	60	60
125	week	A	Jaunsari-Chakratha	Chakrata	target	1	1	həɸt̪a	60	60
125	week	h	Hindi	Hindi	comparison control	1	1	hʌpht̪a	60	60
125	week	S	Bangani	Bangani	comparison control	1	1	həɸt̪a	60	60
125	week	J	Jaunpuri	Jaunpuri	comparison control	1	1	hʌpht̪a	60	60
125	week	N	Nagpuriya	Nagpuriya	comparison control	1	1	hʌpht̪a	60	60
125	week	G	Sirmauri	Sirmauri	comparison control	1	1	hapta	60	60
126	month	K	Jaunsari-Korwa	Korwa	target	1	1	minɐ	60	60
126	month	D	Jaunsari-Khanaad	Khanaad	target	1	1	minɐ	60	60
126	month	C	Jaunsari-Chapnu	Chapnu	target	1	1	minɐ	60	60
126	month	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	minɐ	60	60
126	month	M	MixedJB-Maindrath	Maindrath	target	1	1	minɐ	60	60
126	month	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	mɐhinɐ	60	60
126	month	A	Jaunsari-Chakratha	Chakrata	target	1	1	minɐ	60	60
126	month	h	Hindi	Hindi	comparison control	1	1	məhina	60	60
126	month	S	Bangani	Bangani	comparison control	1	1	mɛhɳu	60	60
126	month	J	Jaunpuri	Jaunpuri	comparison control	1	1	mɛnə	61	61
126	month	N	Nagpuriya	Nagpuriya	comparison control	1	1	mɛɳu	61	61
126	month	G	Sirmauri	Sirmauri	comparison control	1	1	moina	61	61
127	year	K	Jaunsari-Korwa	Korwa	target	1	1	sal	61	61
127	year	D	Jaunsari-Khanaad	Khanaad	target	1	2	bɐɾiʃ	61	61
127	year	D	Jaunsari-Khanaad	Khanaad	target	2	3	bɐɾiʃ	61	61
127	year	C	Jaunsari-Chapnu	Chapnu	target	1	1	sal	61	61
127	year	B	Jaunsari-Bhandroli	Bhandroli	target	1	3	boɾiʃ	61	61
127	year	M	MixedJB-Maindrath	Maindrath	target	1	1	sal	61	61
127	year	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	sal	61	61
127	year	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	2	2	bɐɾiʃ	61	61
127	year	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	3	3	bɐɾiʃ	61	61
127	year	A	Jaunsari-Chakratha	Chakrata	target	1	1	ʃal	61	61
127	year	h	Hindi	Hindi	comparison control	1	1	sal	61	61
127	year	h	Hindi	Hindi	comparison control	2	2	ʋəɾʂ	61	61
127	year	S	Bangani	Bangani	comparison control	1	1	sal	61	61
127	year	J	Jaunpuri	Jaunpuri	comparison control	1	1	sal	61	61
127	year	N	Nagpuriya	Nagpuriya	comparison control	1	1	sal	61	61
127	year	G	Sirmauri	Sirmauri	comparison control	1	1	sal	61	61
128	old	K	Jaunsari-Korwa	Korwa	target	1	1	puɾaɳɐ	61	61
128	old	D	Jaunsari-Khanaad	Khanaad	target	1	1	puɾaɳɐ	61	61
128	old	C	Jaunsari-Chapnu	Chapnu	target	1	1	pʊɾaɳo	61	61
128	old	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	pʊɾaɳo	61	61
128	old	M	MixedJB-Maindrath	Maindrath	target	1	1	pʊɾaɳo	61	61
128	old	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	puɾaɳɐ	61	61
128	old	A	Jaunsari-Chakratha	Chakrata	target	1	2	baʈa	61	61
128	old	h	Hindi	Hindi	comparison control	1	1	puɾɐnɐ	61	61
128	old	S	Bangani	Bangani	comparison control	1	1	puraɳə	61	61
128	old	J	Jaunpuri	Jaunpuri	comparison control	1	1	puraɳu	61	61
128	old	N	Nagpuriya	Nagpuriya	comparison control	1	1	puraɳu	61	61
128	old	G	Sirmauri	Sirmauri	comparison control	1	1	puɾɐnɐ	61	61
129	new	K	Jaunsari-Korwa	Korwa	target	1	1	nɐjɐ	61	61
129	new	K	Jaunsari-Korwa	Korwa	target	2	2	nɐjɐ	61	61
129	new	D	Jaunsari-Khanaad	Khanaad	target	1	1	nɔjɐ	61	61
129	new	C	Jaunsari-Chapnu	Chapnu	target	1	3	nɔwɸ	61	61
129	new	B	Jaunsari-Bhandroli	Bhandroli	target	1	3	nɔ̃	61	61
129	new	M	MixedJB-Maindrath	Maindrath	target	1	2	nɐwɸo	61	61
129	new	M	MixedJB-Maindrath	Maindrath	target	2	3	nɐo	61	61
129	new	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	nɔv	61	61
129	new	A	Jaunsari-Chakratha	Chakrata	target	1	3	nɔə	61	61
129	new	h	Hindi	Hindi	comparison control	1	1	nəja	61	61
129	new	h	Hindi	Hindi	comparison control	2	2	nəja	61	61
129	new	S	Bangani	Bangani	comparison control	1	3	nɔ	61	61
129	new	J	Jaunpuri	Jaunpuri	comparison control	1	1	nəju	61	61
129	new	J	Jaunpuri	Jaunpuri	comparison control	2	2	nəju	61	61
129	new	N	Nagpuriya	Nagpuriya	comparison control	1	1	nəjo	61	61
129	new	N	Nagpuriya	Nagpuriya	comparison control	2	2	nəjo	61	61
129	new	G	Sirmauri	Sirmauri	comparison control	1	3	noa	61	61
130	good	K	Jaunsari-Korwa	Korwa	target	1	1	ɐtʃhɐ	61	61
130	good	D	Jaunsari-Khanaad	Khanaad	target	1	1	ɐtʃhɐ	61	61
130	good	C	Jaunsari-Chapnu	Chapnu	target	1	1	ɐtʃhɐ	61	61
130	good	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	atʃhɐ	61	61
130	good	M	MixedJB-Maindrath	Maindrath	target	1	1	atʃhɐ	61	61
130	good	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	ɐtʃhɔ	61	61
130	good	A	Jaunsari-Chakratha	Chakrata	target	1	1	atʃhə	61	61
130	good	h	Hindi	Hindi	comparison control	1	1	ʌtʃtʃha	61	61
130	good	S	Bangani	Bangani	comparison control	1	3	bəɖija	61	61
130	good	J	Jaunpuri	Jaunpuri	comparison control	1	1	at̪tʃhu	61	61
130	good	N	Nagpuriya	Nagpuriya	comparison control	1	2	bɦəl̪u	61	61
130	good	G	Sirmauri	Sirmauri	comparison control	1	1	ətʃhːa	61	61
131	bad	K	Jaunsari-Korwa	Korwa	target	1	1	khɐɾab	61	61
131	bad	D	Jaunsari-Khanaad	Khanaad	target	1	1	khɐɾab	61	61
131	bad	C	Jaunsari-Chapnu	Chapnu	target	1	1	khɐɾab	61	61
131	bad	C	Jaunsari-Chapnu	Chapnu	target	2	2	bekar	61	61
131	bad	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	bekar	61	61
131	bad	M	MixedJB-Maindrath	Maindrath	target	1	4	ɾɐd̪i	61	61
131	bad	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	katʃəɖɔ	61	61
131	bad	A	Jaunsari-Chakratha	Chakrata	target	1	3	kətʃlo	61	61
131	bad	h	Hindi	Hindi	comparison control	1	1	khəɾɐb	61	61
131	bad	S	Bangani	Bangani	comparison control	1	4	ɾɔd̪i	61	61
131	bad	J	Jaunpuri	Jaunpuri	comparison control	1	1	khəɾɐb	61	61
131	bad	N	Nagpuriya	Nagpuriya	comparison control	1	5	gənd̪u	61	61
131	bad	G	Sirmauri	Sirmauri	comparison control	1	6	bura	61	61
132	wet	K	Jaunsari-Korwa	Korwa	target	1	1	gilɐ	61	61
132	wet	K	Jaunsari-Korwa	Korwa	target	2	2	bɦidʒi	61	61
132	wet	K	Jaunsari-Korwa	Korwa	target	3	3	bɦidʒi	61	61
132	wet	D	Jaunsari-Khanaad	Khanaad	target	1	1	gilɐ	61	61
132	wet	C	Jaunsari-Chapnu	Chapnu	target	1	1	gilo	61	61
132	wet	B	Jaunsari-Bhandroli	Bhandroli	target	1	5	sinə	62	62
132	wet	M	MixedJB-Maindrath	Maindrath	target	1	3	ɾudʒi	62	62
132	wet	M	MixedJB-Maindrath	Maindrath	target	2	4	ɾudʒi	62	62
132	wet	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	ɾudʒi	62	62
132	wet	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	2	4	ɾudʒi	62	62
132	wet	A	Jaunsari-Chakratha	Chakrata	target	1	1	gilo	62	62
132	wet	h	Hindi	Hindi	comparison control	1	1	gila	62	62
132	wet	S	Bangani	Bangani	comparison control	1	4	ɾudʒigo	62	62
132	wet	J	Jaunpuri	Jaunpuri	comparison control	1	1	gilu	62	62
132	wet	N	Nagpuriya	Nagpuriya	comparison control	1	2	bɦidʒu	62	62
132	wet	G	Sirmauri	Sirmauri	comparison control	1	2	bɦidʒi	62	62
132	wet	G	Sirmauri	Sirmauri	comparison control	2	3	bɦidʒi	62	62
133	dry	K	Jaunsari-Korwa	Korwa	target	1	1	sukɐ	62	62
133	dry	D	Jaunsari-Khanaad	Khanaad	target	1	1	sʊkha	62	62
133	dry	C	Jaunsari-Chapnu	Chapnu	target	1	1	suko	62	62
133	dry	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	çuko	62	62
133	dry	M	MixedJB-Maindrath	Maindrath	target	1	1	çukɐ	62	62
133	dry	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	sukjɔ	62	62
133	dry	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	2	3	sukjɔ	62	62
133	dry	A	Jaunsari-Chakratha	Chakrata	target	1	2	ʃukhijẽ	62	62
133	dry	A	Jaunsari-Chakratha	Chakrata	target	2	3	ʃukhijẽ	62	62
133	dry	h	Hindi	Hindi	comparison control	1	1	sʊkha	62	62
133	dry	S	Bangani	Bangani	comparison control	1	2	ʃukɔnd̪ə	62	62
133	dry	J	Jaunpuri	Jaunpuri	comparison control	1	1	suku	62	62
133	dry	N	Nagpuriya	Nagpuriya	comparison control	1	3	sukhjũ	62	62
133	dry	G	Sirmauri	Sirmauri	comparison control	1	1	ʃuka	62	62
134	long	K	Jaunsari-Korwa	Korwa	target	1	1	lɐmbɐ	62	62
134	long	D	Jaunsari-Khanaad	Khanaad	target	1	1	lɐmi	62	62
134	long	C	Jaunsari-Chapnu	Chapnu	target	1	1	lamo	62	62
134	long	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	lambo	62	62
134	long	M	MixedJB-Maindrath	Maindrath	target	1	1	lamo	62	62
