Item	Gloss	Similarity_Group	Raw_Form	Form	Site_Codes	Printed_Page	Column	Response	Aspiration_Markers	Review
225	one	1	ek	ek	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
226	two	1	dui	dui̯	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
227	three	1	tn	tɪn	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
228	four	1	ar	tʃar	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
229	five	1	pa	patʃ	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
230	six	1	 i	tʃʰɔi̯	0abcdef	48	1	1	1	source text-layer transcript; legacy glyphs checked against page image
231	seven	1	hat	hat	abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
231	seven	1	at	ʃat	0	48	1	2	0	source text-layer transcript; legacy glyphs checked against page image
232	eight	1	a	at	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
233	nine	1	ni	nɔi̯	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
234	ten	1	d	dɔʃ	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
235	eleven	1	æao	æɡaɾo	0abcdef	48	1	1	0	source text-layer transcript; legacy glyphs checked against page image
236	twelve	1	bao	baɽo	0abcdef	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
237	twenty	1	bi	biʃ	0abcdef	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
238	hundred	1		ʃɔ	0abcdef	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
239	thousand	1	hadar	hadʒar	0abcdef	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
240	few	1	kjk	kɔjɛk	0	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
240	few	2	kotoo	kotoɡo	abcdef	48	2	2	0	source text-layer transcript; legacy glyphs checked against page image
241	some	1	k u	kɪtʃʰu	0	48	2	1	1	source text-layer transcript; legacy glyphs checked against page image
241	some	2	k ani	kʰani	abdef	48	2	2	1	source text-layer transcript; legacy glyphs checked against page image
241	some	2	k anipaa/ulipaa	kʰanipaɾa/ɡulipaɾa	c	48	2	3	1	source text-layer transcript; legacy glyphs checked against page image
242	many	1	nk	ɔnɛk	0	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
242	many	2	aboka	abokʃa	af	48	2	2	0	source text-layer transcript; legacy glyphs checked against page image
242	many	3	jiampaa	jia̯mpaɾa	e	48	2	3	0	source text-layer transcript; legacy glyphs checked against page image
242	many	3	niampaa	nia̯mpaɾa	bcde	48	2	4	0	source text-layer transcript; legacy glyphs checked against page image
243	all	1	b	ʃɔb	0	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
243	all	2	habbi	habbi	abcdef	48	2	2	0	source text-layer transcript; legacy glyphs checked against page image
244	big	1	bo	bɔɽo	0	48	2	1	0	source text-layer transcript; legacy glyphs checked against page image
244	big	2	daor	daŋŋor	abcdef	48	2	2	0	source text-layer transcript; legacy glyphs checked against page image
245	small	1	 oto	tʃʰoto	0	48	2	1	1	source text-layer transcript; legacy glyphs checked against page image
245	small	2	hurka	hurkaŋ	abcdef	48	2	2	0	source text-layer transcript; legacy glyphs checked against page image
246	long	1	lmba	lɔmba	0	49	1	1	0	source text-layer transcript; legacy glyphs checked against page image
246	long	2	dor	dɪɡor	abcdef	49	1	2	0	source text-layer transcript; legacy glyphs checked against page image
247	short (length)	1	k ao	kʰato	0	49	1	1	1	source text-layer transcript; legacy glyphs checked against page image
247	short (length)	2	hurka	hurkaŋ	a	49	1	2	0	source text-layer transcript; legacy glyphs checked against page image
247	short (length)	3	bai	batti	bcdef	49	1	3	0	source text-layer transcript; legacy glyphs checked against page image
248	heavy	1	b ai	bʰaɾi	0	49	1	1	1	source text-layer transcript; legacy glyphs checked against page image
248	heavy	2	boi	boɖi	f	49	1	2	0	source text-layer transcript; legacy glyphs checked against page image
248	heavy	2	boi	boɾi	bcde	49	1	3	0	source text-layer transcript; legacy glyphs checked against page image
248	heavy	2	budi	budi	a	49	1	4	0	source text-layer transcript; legacy glyphs checked against page image
249	light (not heavy)	1	halka	halka	0	49	1	1	0	source text-layer transcript; legacy glyphs checked against page image
249	light (not heavy)	2	patol	patol	abcdef	49	1	2	0	source text-layer transcript; legacy glyphs checked against page image
250	fat	1	moa	mota	0e	49	1	1	0	source text-layer transcript; legacy glyphs checked against page image
250	fat	2	p ulani	pʰulani	af	49	1	2	1	source text-layer transcript; legacy glyphs checked against page image
250	fat	3	aa	ɡatta	cd	49	1	3	0	source text-layer transcript; legacy glyphs checked against page image
251	thin	1	ikon	tʃikon	0e	49	1	1	0	source text-layer transcript; legacy glyphs checked against page image
251	thin	2	huka	hukaŋ	b	49	1	2	0	source text-layer transcript; legacy glyphs checked against page image
251	thin	2	hukana	hukana	af	49	1	3	0	source text-layer transcript; legacy glyphs checked against page image
251	thin	3	solos	solosɛ	cde	49	1	4	0	source text-layer transcript; legacy glyphs checked against page image
252	wide, broad	3	daor	daŋŋor	ade	49	1	1	0	source text-layer transcript; legacy glyphs checked against page image
252	wide, broad	4	dor	dɪɡor	b	49	1	2	0	source text-layer transcript; legacy glyphs checked against page image
252	wide, broad	1	a	tʃɔɽa	0	49	1	3	0	source text-layer transcript; legacy glyphs checked against page image
252	wide, broad	2	pta	tʃɛpta	cf	49	1	4	0	source text-layer transcript; legacy glyphs checked against page image
253	narrow	3	hukka	hukkaŋ	b	49	2	1	0	source text-layer transcript; legacy glyphs checked against page image
253	narrow	3	hurka	hurkaŋ	c	49	2	2	0	source text-layer transcript; legacy glyphs checked against page image
253	narrow	1	u	ʃɔɾu	0	49	2	3	0	source text-layer transcript; legacy glyphs checked against page image
253	narrow	2	ipa	tʃipa	def	49	2	4	0	source text-layer transcript; legacy glyphs checked against page image
254	deep	1	ob ir	ɡobʰir	0	49	2	1	1	source text-layer transcript; legacy glyphs checked against page image
254	deep	2	limu	limu	af	49	2	2	0	source text-layer transcript; legacy glyphs checked against page image
254	deep	3	lu	lu	bcde	49	2	3	0	source text-layer transcript; legacy glyphs checked against page image
255	shallow	1	nmnai	nɪmnai̯	a	49	2	1	0	source text-layer transcript; legacy glyphs checked against page image
255	shallow	2	ob ir	ɔɡobʰir	0	49	2	2	1	source text-layer transcript; legacy glyphs checked against page image
255	shallow	3	ka	tɛka	b	49	2	3	0	source text-layer transcript; legacy glyphs checked against page image
255	shallow	4	 as	tʰasɛ	de	49	2	4	1	source text-layer transcript; legacy glyphs checked against page image
256	full (cup)	1	purno	purno	0	49	2	1	0	source text-layer transcript; legacy glyphs checked against page image
256	full (cup)	2	budani	budʒani	af	49	2	2	0	source text-layer transcript; legacy glyphs checked against page image
256	full (cup)	2	budes	budʒesɛ	bcde	49	2	3	0	source text-layer transcript; legacy glyphs checked against page image
257	empty (cup)	1	k ali	kʰali	0	49	2	1	1	source text-layer transcript; legacy glyphs checked against page image
257	empty (cup)	2	hudala	hudala	bcdef	49	2	2	0	source text-layer transcript; legacy glyphs checked against page image
260	sweet	1	mii	miʃti	0	49	2	1	0	source text-layer transcript; legacy glyphs checked against page image
260	sweet	2	t um	tʰum	abcdef	49	2	2	1	source text-layer transcript; legacy glyphs checked against page image
261	sour	1	k	tɔk	0	49	2	1	0	source text-layer transcript; legacy glyphs checked against page image
261	sour	2	oha	tʃoha	bcde	49	2	2	0	source text-layer transcript; legacy glyphs checked against page image
261	sour	2	ok a	tʃokʰa	af	49	2	3	1	source text-layer transcript; legacy glyphs checked against page image
262	bitter	1	tita	tita	0abcdef	50	1	1	0	source text-layer transcript; legacy glyphs checked against page image
263	spicy, hot	1	dallui 	dʒallui̯tʃʰɛ	a	50	1	1	1	source text-layer transcript; legacy glyphs checked against page image
263	spicy, hot	1	dalona	dʒalona	f	50	1	2	0	source text-layer transcript; legacy glyphs checked against page image
263	spicy, hot	1	dalos	dʒalosɛ	bcde	50	1	3	0	source text-layer transcript; legacy glyphs checked against page image
263	spicy, hot	1	d al	dʒʰal	0	50	1	4	1	source text-layer transcript; legacy glyphs checked against page image
264	ripe	1	paka	paka	0	50	1	1	0	source text-layer transcript; legacy glyphs checked against page image
264	ripe	2	moda	modʒa	cf	50	1	2	0	source text-layer transcript; legacy glyphs checked against page image
264	ripe	2	mods	modʒɛsɛ	bde	50	1	3	0	source text-layer transcript; legacy glyphs checked against page image
264	ripe	2	modi 	modʒitʃʰɛ	a	50	1	4	1	source text-layer transcript; legacy glyphs checked against page image
265	rotten (fruit)	1	pa	pɔʃa	f	50	1	1	0	source text-layer transcript; legacy glyphs checked against page image
265	rotten (fruit)	1	pa	pɔtʃa	0	50	1	2	0	source text-layer transcript; legacy glyphs checked against page image
265	rotten (fruit)	1	ps	pɔtʃɛsɛ	bcde	50	1	3	0	source text-layer transcript; legacy glyphs checked against page image
265	rotten (fruit)	1	poi 	potʃitʃʰɛ	a	50	1	4	1	source text-layer transcript; legacy glyphs checked against page image
266	fast	1	taatai	taɽataɽi	0	50	1	1	0	source text-layer transcript; legacy glyphs checked against page image
266	fast	2	alakko	tʃalakkoɾɛ	abcdef	50	1	2	0	source text-layer transcript; legacy glyphs checked against page image
267	slow	1	d i d i	dʰiɾɛ dʰiɾɛ	0	50	1	1	2	source text-layer transcript; legacy glyphs checked against page image; source prints lowercase o for the Bangla code 0
267	slow	2	tapko tapko	tapko tapko	cde	50	1	2	0	source text-layer transcript; legacy glyphs checked against page image
267	slow	2	tapkor	tapkorɛ	b	50	1	3	0	source text-layer transcript; legacy glyphs checked against page image
267	slow	2	tappo	tappo	af	50	1	4	0	source text-layer transcript; legacy glyphs checked against page image
267	slow	3	lai lai	lai̯ lai̯	e	50	1	5	0	source text-layer transcript; legacy glyphs checked against page image
268	same	1	aki	aki	c	50	1	1	0	source text-layer transcript; legacy glyphs checked against page image
268	same	1	ki	ɛki	0e	50	1	2	0	source text-layer transcript; legacy glyphs checked against page image
268	same	2	ak an	akʰan	af	50	1	3	1	source text-layer transcript; legacy glyphs checked against page image
269	different	1	b inno	bʰinno	0	50	2	1	1	source text-layer transcript; legacy glyphs checked against page image
269	different	2	toali 	toŋŋalitʃʰɛ	a	50	2	2	1	source text-layer transcript; legacy glyphs checked against page image
269	different	3	k ei k ei	kʰei̯ kʰei̯	bcdef	50	2	3	2	source text-layer transcript; legacy glyphs checked against page image
270	dry	1	ukna	ʃukna	0	50	2	1	0	source text-layer transcript; legacy glyphs checked against page image
270	dry	2	hukana	hukana	cdef	50	2	2	0	source text-layer transcript; legacy glyphs checked against page image
270	dry	2	hukani	hukani	abf	50	2	3	0	source text-layer transcript; legacy glyphs checked against page image
271	wet	1	b ida	bʰidʒa	0	50	2	1	1	source text-layer transcript; legacy glyphs checked against page image
271	wet	2	ta	tɪŋŋa	cdef	50	2	2	0	source text-layer transcript; legacy glyphs checked against page image
271	wet	2	ts	tɪŋŋɛsɛ	b	50	2	3	0	source text-layer transcript; legacy glyphs checked against page image
271	wet	2	ti 	tɪŋŋitʃʰɛ	a	50	2	4	1	source text-layer transcript; legacy glyphs checked against page image
272	hot (weather)	1	om	ɡɔɾom	0e	50	2	1	0	source text-layer transcript; legacy glyphs checked against page image
272	hot (weather)	2	okoal	ʃokoɾal	c	50	2	2	0	source text-layer transcript; legacy glyphs checked against page image
272	hot (weather)	2	okoani	ʃokoɾani	af	50	2	3	0	source text-layer transcript; legacy glyphs checked against page image
272	hot (weather)	2	sokol	sokoɾɛl	bd	50	2	4	0	source text-layer transcript; legacy glyphs checked against page image
273	cold (weather)	1	 ana	tʰanɖa	0	50	2	1	1	source text-layer transcript; legacy glyphs checked against page image
273	cold (weather)	2	dar	dʒar	abcdef	50	2	2	0	source text-layer transcript; legacy glyphs checked against page image
273	cold (weather)	3	ios	iŋosɛ	ce	50	2	3	0	source text-layer transcript; legacy glyphs checked against page image
274	good	1	b alo	bʰalo	0	50	2	1	1	source text-layer transcript; legacy glyphs checked against page image
274	good	2	hoba	hoba	abcf	50	2	2	0	source text-layer transcript; legacy glyphs checked against page image
274	good	2	hba	hɔba	de	50	2	3	0	source text-layer transcript; legacy glyphs checked against page image
275	bad	1	k aap	kʰaɾap	0	50	2	1	1	source text-layer transcript; legacy glyphs checked against page image
275	bad	2	akti	ʃakti	bcdef	50	2	2	0	source text-layer transcript; legacy glyphs checked against page image
276	new	1	notun	notun	0	51	1	1	0	source text-layer transcript; legacy glyphs checked against page image
276	new	2	nua	nua̯	abcdef	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
277	old	1	puan	puɾan	b	51	1	1	0	source text-layer transcript; legacy glyphs checked against page image
277	old	1	puana	puɾana	def	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
277	old	1	puano	puɾano	0c	51	1	3	0	source text-layer transcript; legacy glyphs checked against page image
277	old	2	punna	punna	a	51	1	4	0	source text-layer transcript; legacy glyphs checked against page image
278	broken	1	b aa	bʰaŋŋa	0	51	1	1	1	source text-layer transcript; legacy glyphs checked against page image
278	broken	2	baani	baɡani	af	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
278	broken	2	bas	baɡɛsɛ	bcde	51	1	3	0	source text-layer transcript; legacy glyphs checked against page image
279	above	1	upoe	upoɾe	0	51	1	1	0	source text-layer transcript; legacy glyphs checked against page image
279	above	2	od	ɡodʒɛ	bcdef	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
279	above	2	osk at	ɡoskʰat	a	51	1	3	1	source text-layer transcript; legacy glyphs checked against page image
280	below	1	ni	nitʃɛ	0	51	1	1	0	source text-layer transcript; legacy glyphs checked against page image
280	below	2	tol	tolɛ	bcdef	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
281	far	1	du	duɾɛ	0	51	1	1	0	source text-layer transcript; legacy glyphs checked against page image
281	far	1	duihan	duɾihan	a	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
281	far	1	dureit	durei̯t	bcdef	51	1	3	0	source text-layer transcript; legacy glyphs checked against page image
282	near	1	ka 	katʃʰɛ	0	51	1	1	1	source text-layer transcript; legacy glyphs checked against page image
282	near	2	kadahat	kadahat	a	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
282	near	2	kadat	kadat	bcde	51	1	3	0	source text-layer transcript; legacy glyphs checked against page image
283	right	1	an	ɖan	0	51	1	1	0	source text-layer transcript; legacy glyphs checked against page image
283	right	2	bat	batɛ	abcdef	51	1	2	0	source text-layer transcript; legacy glyphs checked against page image
284	left	1	bam	bam	0	51	2	1	0	source text-layer transcript; legacy glyphs checked against page image
284	left	2	ba	baŋɡɛ	bcde	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
284	left	2	bi	biŋŋɛ	af	51	2	3	0	source text-layer transcript; legacy glyphs checked against page image
285	black	1	kala	kala	abcdef	51	2	1	0	source text-layer transcript; legacy glyphs checked against page image
285	black	1	kalo	kalo	0	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
286	white	1	ada	ʃada	0	51	2	1	0	source text-layer transcript; legacy glyphs checked against page image
286	white	2	dola	dola	abcdef	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
287	red	1	lal	lal	0	51	2	1	0	source text-layer transcript; legacy glyphs checked against page image
287	red	2	raa	raŋŋa	abcdef	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
288	green	1	obud	ʃobudʒ	0	51	2	1	0	source text-layer transcript; legacy glyphs checked against page image
288	green	2	tnnua	tɛnnua̯	abcdef	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
288	green	3	arn	ʃaŋrɛn	e	51	2	3	0	source text-layer transcript; legacy glyphs checked against page image
289	yellow	1	holud	holud	0	51	2	1	0	source text-layer transcript; legacy glyphs checked against page image
289	yellow	2	andi	andi	bcdef	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
289	yellow	2	ondi	ondi	af	51	2	3	0	source text-layer transcript; legacy glyphs checked against page image
289	yellow	3	ondi	ondi	a	51	2	4	0	source text-layer transcript; legacy glyphs checked against page image
289	yellow	3	ordi	ordi	de	51	2	5	0	source text-layer transcript; legacy glyphs checked against page image
290	when (near future)	1	kk on	kɔkʰon	0	51	2	1	1	source text-layer transcript; legacy glyphs checked against page image
290	when (near future)	2	kumbaa	kumbaɡa	ce	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
290	when (near future)	2	kumbaka	kumbaka	d	51	2	3	0	source text-layer transcript; legacy glyphs checked against page image
290	when (near future)	2	kumpaa	kumpaɡa	af	51	2	4	0	source text-layer transcript; legacy glyphs checked against page image
290	when (near future)	2	kumpaka	kumpaka	b	51	2	5	0	source text-layer transcript; legacy glyphs checked against page image
291	where	1	kot ai	kotʰai̯	0	51	2	1	1	source text-layer transcript; legacy glyphs checked against page image
291	where	2	kora	koraŋ	abcdf	51	2	2	0	source text-layer transcript; legacy glyphs checked against page image
291	where	3	kumpeit	kumpei̯t	bcde	51	2	3	0	source text-layer transcript; legacy glyphs checked against page image
292	who	1	k	kɛ	0	52	1	1	0	source text-layer transcript; legacy glyphs checked against page image
292	who	2	kuo	kuŋɡo	abcdef	52	1	2	0	source text-layer transcript; legacy glyphs checked against page image
293	what	1	ki	ki	0	52	1	1	0	source text-layer transcript; legacy glyphs checked against page image
293	what	1	kio	kiɡo	acf	52	1	2	0	source text-layer transcript; legacy glyphs checked against page image
293	what	1	kita	kita	bcde	52	1	3	0	source text-layer transcript; legacy glyphs checked against page image
294	how many	1	kia	kɔi̯ta	0	52	1	1	0	source text-layer transcript; legacy glyphs checked against page image
294	how many	2	koio	koi̯ɡo	abcdef	52	1	2	0	source text-layer transcript; legacy glyphs checked against page image
295	this thing	1	ea	eta	0	52	1	1	0	source text-layer transcript; legacy glyphs checked against page image
295	this thing	2	ao	aɡɡo	bcd	52	1	2	0	source text-layer transcript; legacy glyphs checked against page image
295	this thing	2	ao	atɡo	a	52	1	3	0	source text-layer transcript; legacy glyphs checked against page image
295	this thing	2	o	ɛɡo	ef	52	1	4	0	source text-layer transcript; legacy glyphs checked against page image
296	that thing	1	oa	ota	0	52	1	1	0	source text-layer transcript; legacy glyphs checked against page image
296	that thing	2	ooro	oɡorɡo	a	52	1	2	0	source text-layer transcript; legacy glyphs checked against page image
296	that thing	3	oo	oɡo	cdf	52	1	3	0	source text-layer transcript; legacy glyphs checked against page image
296	that thing	3	uo	uɡo	e	52	1	4	0	source text-layer transcript; legacy glyphs checked against page image
297	these things	1	ulo	ɛɡulo	0	52	1	1	0	source text-layer transcript; legacy glyphs checked against page image
297	these things	3	i	ɛɡi	e	52	1	2	0	source text-layer transcript; legacy glyphs checked against page image
297	these things	4	ahabbi	ɛtahabbi	f	52	1	3	0	source text-layer transcript; legacy glyphs checked against page image
298	those things	1	oulo	oɡulo	0	52	1	1	0	source text-layer transcript; legacy glyphs checked against page image
298	those things	2	oa	ota	a	52	1	2	0	source text-layer transcript; legacy glyphs checked against page image
298	those things	2	oua	ou̯ta	c	52	1	3	0	source text-layer transcript; legacy glyphs checked against page image
298	those things	2	ua	uta	bde	52	1	4	0	source text-layer transcript; legacy glyphs checked against page image
298	those things	3	ui	uɡi	e	52	1	5	0	source text-layer transcript; legacy glyphs checked against page image
298	those things	4	oahabbi	otahabbi	f	52	1	6	0	source text-layer transcript; legacy glyphs checked against page image
299	1s	1	ami	ami	0	52	2	1	0	source text-layer transcript; legacy glyphs checked against page image
299	1s	2	mi	mi	abcdef	52	2	2	0	source text-layer transcript; legacy glyphs checked against page image
300	2s (familiar)	1	tumi	tumi	0	52	2	1	0	source text-layer transcript; legacy glyphs checked against page image
300	2s (familiar)	2	ti	ti	abcdef	52	2	2	0	source text-layer transcript; legacy glyphs checked against page image
302	3s (generic/male)	1		ʃɛ	0	52	2	1	0	source text-layer transcript; legacy glyphs checked against page image
302	3s (generic/male)	2	oo	oɡo	acf	52	2	2	0	source text-layer transcript; legacy glyphs checked against page image
302	3s (generic/male)	2	uo	uɡo	bde	52	2	3	0	source text-layer transcript; legacy glyphs checked against page image
304	1p	1	ama	amɾa	0	52	2	1	0	source text-layer transcript; legacy glyphs checked against page image
304	1p	2	ami	ami	e	52	2	2	0	source text-layer transcript; legacy glyphs checked against page image
304	1p	2	amihabbi	amihabbi	abcdf	52	2	3	0	source text-layer transcript; legacy glyphs checked against page image
305	2p (familiar)	1	toma	tomɾa	0	52	2	1	0	source text-layer transcript; legacy glyphs checked against page image
305	2p (familiar)	2	tumi	tumi	e	52	2	2	0	source text-layer transcript; legacy glyphs checked against page image
305	2p (familiar)	2	tumihabbi	tumihabbi	abcdf	52	2	3	0	source text-layer transcript; legacy glyphs checked against page image
307	3p	1	taa	taɾa	0	52	2	1	0	source text-layer transcript; legacy glyphs checked against page image
307	3p	2	tanu	tanu	de	52	2	2	0	source text-layer transcript; legacy glyphs checked against page image
307	3p	2	tanuhabbi	tanuhabbi	bc	52	2	3	0	source text-layer transcript; legacy glyphs checked against page image
307	3p	3	tai	taŋŋi	af	52	2	4	0	source text-layer transcript; legacy glyphs checked against page image
