Snapshot_Date,Unit_ID,Parent_Unit_ID,PDF_Page,Printed_Page,Entry_Label,Series,Item_Type,Language,Dialect_Or_Source,Raw_Form,Raw_Gloss,Raw_Status,Raw_Relation,Old_Targets,Resolved_Targets,Final_Status,Final_Language_ID,Final_Parameter_ID,Emitted_Key,Resolution,Agent_Correction,Review,Material_Error,Source,Record_SHA256
2026-08-19,p477:u006:f005,p477:u006,4,477,S270,DEDS,form,Kui,,musu/musuk inba,"chuckle, grin, smile",active,reflex,den2-new:S²70,d4904,unreconciled_transcription,Kui,d4904,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²70]",c209dda9b544b6857f4060746e3d6ce75e5bb8dd471b16f43046e34d6a5902d4
2026-08-19,p477:u006:f006,p477:u006,4,477,S270,DEDS,form,Kurukh,,"muskarna, musmusurna",to smile,active,reflex,den2-new:S²70,d4904,unreconciled_transcription,Kurux,d4904,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²70]",66652c276158a6daa7e1e46d04e220d630ab87a9736aae0e7ace43a68af288ff
2026-08-19,p477:u007,,4,477,S271,DEDS,record,,,,,,,den2-new:S²71,d4973,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry S²71]",2a2e87ccbb14d3acaa8ebedf59a76fc547bb0791073bd9e1a275b2922a61007a
2026-08-19,p477:u007:f001,p477:u007,4,477,S271,DEDS,form,Tamil,,muracu,gums,active,reflex,den2-new:S²71,d4973,installed_form,Tamil,d4973,burrow-emeneau1972den2:p477:u007:f001,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²71]",69cfb95ed8b3434b9e161ac432062fd99fa7ba757f69357f23fd28fcfa004b6f
2026-08-19,p477:u007:f002,p477:u007,4,477,S271,DEDS,form,Kolami,,muriya,flesh,deleted,reflex,den2-new:S²71,d4973,excluded_nonaccepted,,,,source-deleted form retained in the audit and correction prose only,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²71]",80ef23dbe6f4d1d06cc956440153bf256aea306d4ba355559bfb61699612b4fe
2026-08-19,p477:u008,,4,477,S272,DEDS,record,,,,,,,den2-new:S²72,d5156,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry S²72]",76336696f504091262189c65095eee4916b1cb84d0e55f02ebd488d1a19ed2c3
2026-08-19,p477:u008:f001,p477:u008,4,477,S272,DEDS,form,Tamil,,yār,stringed musical instrument,active,reflex,den2-new:S²72,d5156,installed_form,Tamil,d5156,burrow-emeneau1972den2:p477:u008:f001,DEN new entry resolved by diacritic-insensitive form plus unique gloss overlap; an unmarked exact homonym has an incompatible gloss; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'yār' reconciled as 'yār̤',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",0ffcbeee911d3ea2001898a15c4ac089dfd676350f0f241a73c912b07d3478d3
2026-08-19,p477:u008:f002,p477:u008,4,477,S272,DEDS,form,Tamil,,"eru (-v-, -nt-)",emit sound,active,reflex,den2-new:S²72,d5156,installed_form,Tamil,d5156,burrow-emeneau1972den2:p477:u008:f002,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,"agent form 'eru (-v-, -nt-)' reconciled as 'er̤u (-v-, -nt-)'",source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",e1ba17805b5abe8c2e739c1b52f7b902bbb3084d6d4cef75b40e5ebde15653ba
2026-08-19,p477:u008:f003,p477:u008,4,477,S272,DEDS,form,Tamil,,eral,musical notes; voice,active,reflex,den2-new:S²72,d5156,installed_form,Tamil,d5156,burrow-emeneau1972den2:p477:u008:f003,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'eral' reconciled as 'er̤āl',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",06a46ff4985c50039768beb9b1f505c4beafe3e1f82818fa434b269bf97cbbfe
2026-08-19,p477:u008:f004,p477:u008,4,477,S272,DEDS,form,Tamil,,eruppu (eruppi-),call forth melody,active,reflex,den2-new:S²72,d5156,installed_form,Tamil,d5156,burrow-emeneau1972den2:p477:u008:f004,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'eruppu (eruppi-)' reconciled as 'er̤uppu (er̤uppi-)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",486e6e6996a0c93f499e8d2a37030d2e8345a3ee4e0dd2b77b35ef485fa8d147
2026-08-19,p477:u008:f005,p477:u008,4,477,S272,DEDS,form,Tamil,,eruvu (eruvi-),produce sound,active,reflex,den2-new:S²72,d5156,installed_form,Tamil,d5156,burrow-emeneau1972den2:p477:u008:f005,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'eruvu (eruvi-)' reconciled as 'er̤uvu (er̤uvi-)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",7390327187cbdb2b5e6d46c959a5ee69517450df49345c342a9e8a37a0b82d32
2026-08-19,p477:u008:f006,p477:u008,4,477,S272,DEDS,form,Tamil,,"etu (-pp-, -tt-)",utter or sing,active,reflex,den2-new:S²72,d5156,installed_form,Tamil,d5156,burrow-emeneau1972den2:p477:u008:f006,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,"agent form 'etu (-pp-, -tt-)' reconciled as 'eṭu (-pp-, -tt-)'",source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",6a3be58a27897f734adae28825cf8662f3743b623ed522dfad736fe0385d8249
2026-08-19,p477:u008:f007,p477:u008,4,477,S272,DEDS,form,Tamil,,etuppu (etuppi-),produce sounds,active,reflex,den2-new:S²72,d5156,installed_form,Tamil,d5156,burrow-emeneau1972den2:p477:u008:f007,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'etuppu (etuppi-)' reconciled as 'eṭuppu (eṭuppi-)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",791baa0a245c4db87f449b6658c8f7260af795fdb65167d1e2a411e3fd3e13ed
2026-08-19,p477:u008:f008,p477:u008,4,477,S272,DEDS,form,Kota,,et- (eyt-),sing or play,active,reflex,den2-new:S²72,d5156,installed_form,Kota,d5156,burrow-emeneau1972den2:p477:u008:f008,current-DEDR target inherited from the same DEN new-entry segment; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²72]",05ad5ec2f5861a041fbaae08aaae765bf9000dc82d61c88f0622a038784e5288
2026-08-19,p477:u009,,4,477,S273,DEDS,record,,,,,,,den2-new:S²73,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry S²73]",b017e588ba946d3f9839d40c7d9689785705690f8f77f727a2f7b6a27abfd982
2026-08-19,p477:u009:f001,p477:u009,4,477,S273,DEDS,form,Konda,,retor,eaves,active,reflex,den2-new:S²73,,unresolved_target,Konda,,,DEN new-entry form has no current-DEDR language/form corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²73]",b5a1d9f503858b40ebeaae3ec312df3f25917f426023bc2c3e757a59050229e4
2026-08-19,p477:u009:f002,p477:u009,4,477,S273,DEDS,form,Pengo,,retohīr (pl.),eaves,active,reflex,den2-new:S²73,,unresolved_target,Pengo,,,DEN new-entry form has no current-DEDR language/form corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²73]",969e0d1e79492d5bf7c2edc1f59a7fa938248a7a85007300b909fd9f2d24ba5f
2026-08-19,p477:u010,,4,477,S274,DEDS,record,,,,,,,den2-new:S²74,d5184,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry S²74]",b5545e9823f1709615d09cfca4d5400b25c43f2ef24088d8640f42a3f67a0166
2026-08-19,p477:u010:f001,p477:u010,4,477,S274,DEDS,form,Konda,,ro- (-t-),"fasten, attach, suspend",active,reflex,den2-new:S²74,d5184,installed_form,Konda,d5184,burrow-emeneau1972den2:p477:u010:f001,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'ro- (-t-)' reconciled as 'ṛo- (-t-)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²74]",039b4f532d1874356692c5b9208461dbc3cc8644b69da3fdd9ace900f995f177
2026-08-19,p477:u010:f002,p477:u010,4,477,S274,DEDS,form,Konda,,roser,bamboo drying frame,active,reflex,den2-new:S²74,d5184,installed_form,Konda,d5184,burrow-emeneau1972den2:p477:u010:f002,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'roser' reconciled as 'ṛoser',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²74]",103b7db0eb62ef143cffa92b3a2060447c30b513bd56f30763ed562e6f6fe8ba
2026-08-19,p477:u010:f003,p477:u010,4,477,S274,DEDS,form,Pengo,,ro- (-t-),hang up,active,reflex,den2-new:S²74,d5184,installed_form,Pengo,d5184,burrow-emeneau1972den2:p477:u010:f003,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'ro- (-t-)' reconciled as 'ṛo- (-t-)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²74]",dc325fb8fa15235caa3a6a8d5d4699c360077d8875a606fd274cbc87ab25d31d
2026-08-19,p477:u011,,4,477,S275,DEDS,record,,,,,,,den2-new:S²75,d5228,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry S²75]",44ccff885100c67d3f2394a5bc4a4a34fc7a6ded4ccb3b69f0a148edc66310fe
2026-08-19,p477:u011:f001,p477:u011,4,477,S275,DEDS,form,Kolami,,vade,slices,active,reflex,den2-new:S²75,d5228,installed_form,Kolami,d5228,burrow-emeneau1972den2:p477:u011:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'vade' reconciled as 'vaḍe',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²75]",df2aa97ed3706839ac0fdeaed3a805aecfbd9a58bc0fbadc9b036ccbb90a3ccb
2026-08-19,p477:u011:f002,p477:u011,4,477,S275,DEDS,form,Gondi,,"varka, varga","division, part",active,reflex,den2-new:S²75,d5228,unreconciled_transcription,Gondi,d5228,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²75]",28afe72f65a2cf0ec492f7cdea07f7ef968f17507e7dd1a0e900edfd253088d4
2026-08-19,p477:u011:f003,p477:u011,4,477,S275,DEDS,form,Gondi,L.,vaḍga,"half, portion",active,reflex,den2-new:S²75,d5228,installed_form,maria,d5228,burrow-emeneau1972den2:p477:u011:f003,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'vaḍga' reconciled as 'vaḍgā',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²75]",eef292c0548ac9cfe816c12d69448ecc66202cd94f4c39f3baa4af4831b9dad1
2026-08-19,p477:u012,,4,477,S276,DEDS,record,,,,,,,den2-new:S²76,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry S²76]",0e74798c40671a7fe64ba7176c4a6e2ed620affac4d7134c3a716f3c98cbcac0
2026-08-19,p477:u012:f001,p477:u012,4,477,S276,DEDS,form,Tamil,,var,length; height; straightness,active,reflex,den2-new:S²76,,unresolved_target,Tamil,,,DEN new-entry form has no current-DEDR language/form corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²76]",33c53e1598db6a22cc156cb5cc44380c947e8978f8cf3014d872d018b96d94dd
2026-08-19,p477:u012:f002,p477:u012,4,477,S276,DEDS,form,Kannada,,bar(u),length,active,reflex,den2-new:S²76,,unresolved_target,Kannada,,,DEN new-entry form has no current-DEDR language/form corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²76]",682351d53a537e71aed5f428692710a21dde218337473de9a0b46cbe76a52c57
2026-08-19,p477:u013,,4,477,S277,DEDS,record,,,,,,,den2-new:S²77,d5422,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry S²77]",bf20421d083e4ab640fe1741ee6fe33917eae2256f23813ac7ede5852e6ef021
2026-08-19,p477:u013:f001,p477:u013,4,477,S277,DEDS,form,Kannada,,biru,creeper,active,reflex,den2-new:S²77,d5422,unreconciled_transcription,Kannada,d5422,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²77]",cdad68db14dda0577b8eee64b916f0300019df9b8b84c43d7b0fdd10fd5dc929
2026-08-19,p477:u013:f002,p477:u013,4,477,S277,DEDS,form,Kuruba,,buli,creeper,active,reflex,den2-new:S²77,d5422,unreconciled_transcription,BettaKurumba,d5422,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²77]",0841a3fb6d707f237542c29184a6036552df05bdc1c5e7ef5d37daea86a67093
2026-08-19,p477:u013:f003,p477:u013,4,477,S277,DEDS,form,Tulu,,biru,creeper,active,reflex,den2-new:S²77,d5422,installed_form,Tulu,d5422,burrow-emeneau1972den2:p477:u013:f003,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 477, entry S²77]",9952d2420d359f05e0d8d8aa52ff3a56f1b82650595e450ae11eecad8f746b4e
2026-08-19,p477:u013:f004,p477:u013,4,477,S277,DEDS,form,Kodagu,,? i'le,creeping plant,queried,reflex,den2-new:S²77,d5422,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry S²77]",e673897cd85d82930f07b3ce2b2e016d62f3c4d9563de2ddfc424e05f2c9abf5
2026-08-19,p477:u014,,4,477,DBIA 7,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 7]",56cb9c70a616793b0a63a80f8e3ec0d0ba90e8902021e4b38f838b650ebda76e
2026-08-19,p477:u014:f001,p477:u014,4,477,DBIA 7,DBIA,form,Naiki,,askur,axle,active,reflex,,,unresolved_target,Naiki,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 7]",10e48b55d4f47596e59fa012f01cd01f924ad3fdc9a2d2aafb3a5c9464b72f26
2026-08-19,p477:u014:f002,p477:u014,4,477,DBIA 7,DBIA,form,Gondi,,"askur, askad",axle,active,reflex,,,unresolved_target,Gondi,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 7]",bcad3ecb57b55139dee8afac577cb08c0364ada1e67eb5be86539103d10e774f
2026-08-19,p477:u014:f003,p477:u014,4,477,DBIA 7,DBIA,form,Gondi,A. Su.,askūr,axle,active,reflex,,,unresolved_target,adil,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 7]",45a1f307d6958a98a5787309d57581930564ec0a1fec2d2a2e060dec2ce85eb3
2026-08-19,p477:u015,,4,477,DBIA 57,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 57]",8d846d5b6fcf434e64cb33d8892a7334ebcdf97163ecf60bfa229b310335bfc4
2026-08-19,p477:u015:f001,p477:u015,4,477,DBIA 57,DBIA,form,Sanskrit,,eṣaṇa-,"seeking, begging",comparison_only,comparison_only,,,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 57]",92eb420cd5c87eba0a683d4fb849d9e743d980ff86432250b1c88aff157c9708
2026-08-19,p477:u015:f002,p477:u015,4,477,DBIA 57,DBIA,form,Sanskrit,,eṣaṇā-,desire,comparison_only,comparison_only,,,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 57]",9d14acd78be02e4334b72d7cb3b8007d2c4c15275f3cf94e86b0218ef6fae871
2026-08-19,p477:u016,,4,477,DBIA 68,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 68]",70af92ed4ef951c2e09f383633b7a305e49e9307939548318d259077f5d90e3f
2026-08-19,p477:u016:f001,p477:u016,4,477,DBIA 68,DBIA,form,Kannada,,kaddi,,deleted,reflex,,,excluded_nonaccepted,,,,source-deleted form retained in the audit and correction prose only,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 68]",8449193229d472e287619de7f6bb60d6e8482bea30c11ebc61c31b562e3092ba
2026-08-19,p477:u016:f002,p477:u016,4,477,DBIA 68,DBIA,form,Kodagu,,kaddi,,deleted,reflex,,,excluded_nonaccepted,,,,source-deleted form retained in the audit and correction prose only,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 68]",d8e6504ec50a77d05bffe8a518e77f790ed001f28c2888d757686e32b003f82e
2026-08-19,p477:u017,,4,477,DBIA 104,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 104]",ebc0808b57ac891a72270b5a4fbd1eb256a15a43291fc91ba72219043d7a773b
2026-08-19,p477:u017:f001,p477:u017,4,477,DBIA 104,DBIA,form,Gondi,,kutta,house post,active,reflex,,,unresolved_target,Gondi,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 104]",263e8eb0fa7f38ab873839f72733d911a304f7651589c004a6bad97f410fead5
2026-08-19,p477:u017:f002,p477:u017,4,477,DBIA 104,DBIA,form,Gondi,,gutta,wheel spoke; stake,active,reflex,,,unresolved_target,Gondi,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 104]",35027e87b7b0a339c889ca36839ab60a9c148cc83eb6bbe5f56e8b2168f60e8d
2026-08-19,p477:u017:f003,p477:u017,4,477,DBIA 104,DBIA,form,Gondi,,"guttam, gutta, guta",peg,active,reflex,,,unresolved_target,Gondi,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 104]",950f0f7ba515db6801350c5a3fe083061292622237300f7221f5962f730370cd
2026-08-19,p477:u018,,4,477,DBIA 123,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 123]",375cd2d566e3bb567371a21caa12fd1742b7bbe59024705e9c24931eb68c756b
2026-08-19,p477:u018:f001,p477:u018,4,477,DBIA 123,DBIA,form,Tamil,,kūlam,,comparison_only,comparison_only,,,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 123]",ef5b093f73912bcb0e348cb7440d24417d60ebdcf622dcb478661cadc2901856
2026-08-19,p477:u018:f002,p477:u018,4,477,DBIA 123,DBIA,form,Central Dravidian,,klli,,comparison_only,comparison_only,,,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 123]",ceabda208cb281e3e553795b5f43f57d1f71b28c841317f9184b94d829f4b57d
2026-08-19,p477:u019,,4,477,DBIA 166,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 166]",a3d6e73dddd4cedd106c0582b5b24adf6b63fe3cb425215e7840a9986c2db313
2026-08-19,p477:u019:f001,p477:u019,4,477,DBIA 166,DBIA,form,Kuwi,,"jayu, jaiyu",curry,loan,borrowed,,,excluded_nonaccepted,,,,"loan reanalysis retained as typed source prose, not an inherited reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 166]",88b75990433c5100350bca166bfef6baf9ce1457062e9206ee71acef7db7468d
2026-08-19,p477:u019:f002,p477:u019,4,477,DBIA 166,DBIA,form,Kuwi,,zaju (i.e. jayu),sauce,loan,borrowed,,,excluded_nonaccepted,,,,"loan reanalysis retained as typed source prose, not an inherited reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 166]",809c9ffc5f400f780f6acaf4407ecd2e8c258ab5aec8363ace54fb337980d5d8
2026-08-19,p477:u019:f003,p477:u019,4,477,DBIA 166,DBIA,form,Kuwi,,jayu,cooked pulse,loan,borrowed,,,excluded_nonaccepted,,,,"loan reanalysis retained as typed source prose, not an inherited reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 166]",b0204c4138eb6154ad9dbc7f9b382fe368f9708dfc1a24ca5d04998449162196
2026-08-19,p477:u019:f004,p477:u019,4,477,DBIA 166,DBIA,form,Oriya,,jau,probable source,comparison_only,comparison_only,,,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 166]",c80b6b9dce8e42bf1ff7e76a5a4ec1c38b7d4a9a1ac17cd48c142380a0f92533
2026-08-19,p477:u020,,4,477,DBIA 172,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 172]",3e3fe8d1c05d12916284d25d2178e5dfb49a926d731cc758bd47a13d23658ffd
2026-08-19,p477:u020:f001,p477:u020,4,477,DBIA 172,DBIA,form,Toda,,su'o,a trick,active,reflex,,,unresolved_target,Toda,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 172]",f868bda435692ab52fc359fa5cd44b4728ef1a599a31f4fcc10721eb7171ad9e
2026-08-19,p477:u020:f002,p477:u020,4,477,DBIA 172,DBIA,form,Tamil,,cutu,a trick,comparison_only,comparison_only,,,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 172]",5cafef5bc685fcbba3b7ca520f2900f298a567068dd329364434fe7a69526ef1
2026-08-19,p477:u021,,4,477,DBIA 184,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 184]",ff254ca52b786e10fe0c6e9b1589c8215e94e04b0c8c50c46f53dd197490bca9
2026-08-19,p477:u021:f001,p477:u021,4,477,DBIA 184,DBIA,form,Telugu,,dokka,,deleted,reflex,,,excluded_nonaccepted,,,,source-deleted form retained in the audit and correction prose only,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 184]",d6422efdb759e5c543a373aea3266085ad044aa05c0d0976e914c26a64b1f11a
2026-08-19,p477:u022,,4,477,DBIA 199,DBIA,record,,,,,,,,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 477, entry DBIA 199]",1704717b48baf10ca284a57de485c9a837c59534074ff5548ef046273e62d7fa
2026-08-19,p477:u022:f001,p477:u022,4,477,DBIA 199,DBIA,form,Toda,,to'sm,earthenware vessels,active,reflex,,,unresolved_target,Toda,,,DBIA addition/correction retained for a separate loan-entry reconciliation; the current structural pilot installs only independently DEDR-corroborated forms,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 477, entry DBIA 199]",6059ec4034ffaf6d4e23fad38d89f76f0d00fc46bc60c16380d742bc2b2047e2
