Snapshot_Date,Collation_Date,Unit_ID,Region,Section,Printed_Page,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Forms,Final_Gloss,Final_Tags,Etymology,Etymon_Candidates,Parameter_ID,Emitted_Keys,Review,Material_Error,Source,Record_SHA256
2026-08-25,2026-08-25,s3.1:q1,prose,3.1 Simple verbs,28,gā kar-,to say,"t verb kar- to certain lexical roots. There are signs that this process is still active synchronically, as suggested by the verb gā kar - “to say”, obviously from gāl kar -, whose lite",ingested,,gā kar-,to say,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q1,,,"herin2012domari[p. 28, section 3.1]",730dc9c42b1a48247490a2511bb8824509198c5353b52ebbb80afde997a3f593
2026-08-25,2026-08-25,s3.1:q2,prose,3.1 Simple verbs,28,,make speech,"process is still active synchronically, as suggested by the verb gā kar - “to say”, obviously from gāl kar -, whose literal meaning is “make speech” (< gāl “word, speech”; the form gāl",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 28, section 3.1]",ce77786a030b37d76e5973a335f6f27f151103cf4466c34069ad903ba2b81201
2026-08-25,2026-08-25,s3.1:q3,prose,3.1 Simple verbs,28,gāl,"word, speech","e synchronically, as suggested by the verb gā kar - “to say”, obviously from gāl kar -, whose literal meaning is “make speech” (< gāl “word, speech”; the form gāl kar - is attested in Ma",ingested,,gāl,"word, speech",dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q3,,,"herin2012domari[p. 28, section 3.1]",9a4c0c5c3741161a76f3f70fcc8f69de65770295dd7fa8230ff3d3f911033ae3
2026-08-25,2026-08-25,s3.1:q4,prose,3.1 Simple verbs,28,,I said,"mostly realised gā kar -, in which /l/ dropped. The root can further shrink, leading to the disappearance of /k/. So equally possible for “I said” are gā kardōm and gārdōm , as if th",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 28, section 3.1]",e42d2923564cbe2896f869a95386755888fda143964e8f105b10b8450446a4ee
2026-08-25,2026-08-25,s3.1:q5,prose,3.1 Simple verbs,28,gā-štōme ~ gā ka-štōme,Iʾm saying,"gārdōm , as if the lexical root had become * gā- . This is also suggested by the progressive forms of the verb: gā-štōme ~ gā ka-štōme “Iʾm saying” (say-PROG.1SG, see below for a discussi",ingested,,gā-štōme; gā ka-štōme,I’m saying,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q5; herin2012domari:s3.1:q5:variant:2,,,"herin2012domari[p. 28, section 3.1]",46e99b53d1ef64bca54d3102c0d41385039266716180f573cdc2cb5938a50c9f
2026-08-25,2026-08-25,s3.1:q6,prose,3.1 Simple verbs,28,mčə-rd-ã,(s)he kissed,different is the 3PL marker. Only the 3SG agreement marker shows allomorphic variation when object bound pronouns are suffixed: mčə-rd-ã “(s)he kissed” vs. mč-ərd-ōs-əs “(s)he kissed him/he,ingested,,mčə-rd-ã,(s)he kissed,dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q6,,,"herin2012domari[p. 28, section 3.1]",277432ccdba57b446897f5c992bf8c9cdf9f828232a4fcfd3abd70bfcd6d7323
2026-08-25,2026-08-25,s3.1:q7,prose,3.1 Simple verbs,28,mč-ərd-ōs-əs,(s)he kissed him/her,the 3SG agreement marker shows allomorphic variation when object bound pronouns are suffixed: mčə-rd-ã “(s)he kissed” vs. mč-ərd-ōs-əs “(s)he kissed him/her”. The root mč- “kiss” selects the exte,ingested,,mč-ərd-ōs-əs,(s)he kissed him/her,dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q7,,,"herin2012domari[p. 28, section 3.1]",14974bf921833a7eca6ce3b30df4a14cb80977bf11aeb0b433245b21080069c0
2026-08-25,2026-08-25,s3.1:q8,prose,3.1 Simple verbs,28,mč-,kiss,phic variation when object bound pronouns are suffixed: mčə-rd-ã “(s)he kissed” vs. mč-ərd-ōs-əs “(s)he kissed him/her”. The root mč- “kiss” selects the extension -rd- to form th,ingested,,mč-,to kiss,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q8,,,"herin2012domari[p. 28, section 3.1]",54ff63d6e92eb475fbfbaeca919d4519790641be4f83ea8abac78d9f7be4a5b3
2026-08-25,2026-08-25,t7:r0c1,paradigm,3.1 Simple verbs,29,pī-,,Table 7: Perfective | row label '' | column label 'pī- “drink”',ingested,,pī-,to drink,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r0c1,,,"herin2012domari[p. 29, Table 7, pī- “drink”]",415ff391c70d63a8f5c4f82a67db803549d95330722bc816dd2f017c323225b1
2026-08-25,2026-08-25,t7:r0c2,paradigm,3.1 Simple verbs,29,ǧān-,,Table 7: Perfective | row label '' | column label 'ǧān- “know”',ingested,,ǧān-,to know,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r0c2,,,"herin2012domari[p. 29, Table 7, ǧān- “know”]",3e276727a15a94af3a2debd86c9e78f7a7faad823bb45d91ac50623fe97da83a
2026-08-25,2026-08-25,t7:r0c3,paradigm,3.1 Simple verbs,29,nang-,,Table 7: Perfective | row label '' | column label 'nang- “enter”',ingested,,nang-,to enter,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r0c3,,,"herin2012domari[p. 29, Table 7, nang- “enter”]",9197d72a4752692f16043849a35f329a3d84267def718c4d9954b133b2a27262
2026-08-25,2026-08-25,t7:r1c1,paradigm,3.1 Simple verbs,29,pī-r-ōm,,Table 7: Perfective | row label '1.SG.' | column label 'pī- “drink”',ingested,,pī-r-ōm,to drink,verb pfv 1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r1c1,,,"herin2012domari[p. 29, Table 7, 1.SG., pī- “drink”]",d94e5c07b07f0536b17909c056ba978121ef4084fe76a6fc577fcb3f6bc94f3e
2026-08-25,2026-08-25,t7:r1c2,paradigm,3.1 Simple verbs,29,ǧān-d-ōm,,Table 7: Perfective | row label '1.SG.' | column label 'ǧān- “know”',ingested,,ǧān-d-ōm,to know,verb pfv 1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r1c2,,,"herin2012domari[p. 29, Table 7, 1.SG., ǧān- “know”]",fd51daa05dc6164e4fbb4d9e6a31c936b331014fc9ff1496b61b21cb6aef0586
2026-08-25,2026-08-25,t7:r1c3,paradigm,3.1 Simple verbs,29,nangə-rd-ōm,,Table 7: Perfective | row label '1.SG.' | column label 'nang- “enter”',ingested,,nangə-rd-ōm,to enter,verb pfv 1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r1c3,,,"herin2012domari[p. 29, Table 7, 1.SG., nang- “enter”]",dff7e2b8c0e981f39292f4fb1030d47bee84a39a96307b10d06d7428aed9a5f0
2026-08-25,2026-08-25,t7:r2c1,paradigm,3.1 Simple verbs,29,pī-r-ōr,,Table 7: Perfective | row label '2.SG.' | column label 'pī- “drink”',ingested,,pī-r-ōr,to drink,verb pfv 2sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r2c1,,,"herin2012domari[p. 29, Table 7, 2.SG., pī- “drink”]",37917ce08c7fd6aaa612b86caf38505a5317a040037ab510d0d914e865e5e749
2026-08-25,2026-08-25,t7:r2c2,paradigm,3.1 Simple verbs,29,ǧān-d-ōr,,Table 7: Perfective | row label '2.SG.' | column label 'ǧān- “know”',ingested,,ǧān-d-ōr,to know,verb pfv 2sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r2c2,,,"herin2012domari[p. 29, Table 7, 2.SG., ǧān- “know”]",9fd0833d3221fb4523ee9bf2b83dc7bde758350365da1f8b2351573e3c7ff9a5
2026-08-25,2026-08-25,t7:r2c3,paradigm,3.1 Simple verbs,29,nangə-rd-ōr,,Table 7: Perfective | row label '2.SG.' | column label 'nang- “enter”',ingested,,nangə-rd-ōr,to enter,verb pfv 2sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r2c3,,,"herin2012domari[p. 29, Table 7, 2.SG., nang- “enter”]",57150d7ebb33d25e0db02e453acbf4550637c16a99257562ae51fb5d235ce156
2026-08-25,2026-08-25,t7:r3c1,paradigm,3.1 Simple verbs,29,pī-r-ã,,Table 7: Perfective | row label '3.SG.' | column label 'pī- “drink”',ingested,,pī-r-ã,to drink,verb pfv 3sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r3c1,,,"herin2012domari[p. 29, Table 7, 3.SG., pī- “drink”]",d003644867cb9828d24d4686728c19bbd30527f3b3a62ac91fe825b0f0ad2b43
2026-08-25,2026-08-25,t7:r3c2,paradigm,3.1 Simple verbs,29,ǧān-d-ã,,Table 7: Perfective | row label '3.SG.' | column label 'ǧān- “know”',ingested,,ǧān-d-ã,to know,verb pfv 3sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r3c2,,,"herin2012domari[p. 29, Table 7, 3.SG., ǧān- “know”]",09bea62116c8ae9de397ec10e0fc860bd1661c005cb5325d0b22923a43527dbe
2026-08-25,2026-08-25,t7:r3c3,paradigm,3.1 Simple verbs,29,nangə-rd-ã,,Table 7: Perfective | row label '3.SG.' | column label 'nang- “enter”',ingested,,nangə-rd-ã,to enter,verb pfv 3sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r3c3,,,"herin2012domari[p. 29, Table 7, 3.SG., nang- “enter”]",bba8d85d667c93b5a955d0185cc02a7b206af23b4cf42ff7886e6b9863a41044
2026-08-25,2026-08-25,t7:r4c1,paradigm,3.1 Simple verbs,29,pī-r-ēn,,Table 7: Perfective | row label '1.PL.' | column label 'pī- “drink”',ingested,,pī-r-ēn,to drink,verb pfv 1pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r4c1,,,"herin2012domari[p. 29, Table 7, 1.PL., pī- “drink”]",398b5114901ef565e499685be545b3066b41bbd88b284eea95490b226c2fe828
2026-08-25,2026-08-25,t7:r4c2,paradigm,3.1 Simple verbs,29,ǧān-d-ēn,,Table 7: Perfective | row label '1.PL.' | column label 'ǧān- “know”',ingested,,ǧān-d-ēn,to know,verb pfv 1pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r4c2,,,"herin2012domari[p. 29, Table 7, 1.PL., ǧān- “know”]",b489264f2c45209038f45c429a4a0986626b6842d0889e00809c3125416d5f8e
2026-08-25,2026-08-25,t7:r4c3,paradigm,3.1 Simple verbs,29,nangə-rd-ēn,,Table 7: Perfective | row label '1.PL.' | column label 'nang- “enter”',ingested,,nangə-rd-ēn,to enter,verb pfv 1pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r4c3,,,"herin2012domari[p. 29, Table 7, 1.PL., nang- “enter”]",593a18ee5735d79b33892fbdbcdb49812efc40552af09b464e8974e1939b5c60
2026-08-25,2026-08-25,t7:r5c1,paradigm,3.1 Simple verbs,29,pī-r-ēs,,Table 7: Perfective | row label '2.PL.' | column label 'pī- “drink”',ingested,,pī-r-ēs,to drink,verb pfv 2pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r5c1,,,"herin2012domari[p. 29, Table 7, 2.PL., pī- “drink”]",3377c733b5d2eca042416a7046b169689a6144170722419359ed78571c47baca
2026-08-25,2026-08-25,t7:r5c2,paradigm,3.1 Simple verbs,29,ǧān-d-ēs,,Table 7: Perfective | row label '2.PL.' | column label 'ǧān- “know”',ingested,,ǧān-d-ēs,to know,verb pfv 2pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r5c2,,,"herin2012domari[p. 29, Table 7, 2.PL., ǧān- “know”]",2e22b26f95baa9972d652f275449b542fd713be990bd1a9be0ca32ce6d8ec17e
2026-08-25,2026-08-25,t7:r5c3,paradigm,3.1 Simple verbs,29,nangə-rd-ēs,,Table 7: Perfective | row label '2.PL.' | column label 'nang- “enter”',ingested,,nangə-rd-ēs,to enter,verb pfv 2pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r5c3,,,"herin2012domari[p. 29, Table 7, 2.PL., nang- “enter”]",bcdf664e8fffb394d5e5fdc6f1bbebf08595444eb84f3f50c7d64c107f63607f
2026-08-25,2026-08-25,t7:r6c1,paradigm,3.1 Simple verbs,29,pī-r-ēnd,,Table 7: Perfective | row label '3.PL.' | column label 'pī- “drink”',ingested,,pī-r-ēnd,to drink,verb pfv 3pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r6c1,,,"herin2012domari[p. 29, Table 7, 3.PL., pī- “drink”]",b781bcda70d14e4b2e04afaa10b459cd2c6317049a99b32df875aa9491b37875
2026-08-25,2026-08-25,t7:r6c2,paradigm,3.1 Simple verbs,29,ǧān-d-ēnd,,Table 7: Perfective | row label '3.PL.' | column label 'ǧān- “know”',ingested,,ǧān-d-ēnd,to know,verb pfv 3pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r6c2,,,"herin2012domari[p. 29, Table 7, 3.PL., ǧān- “know”]",b9d0c48a3ff3fae9bde6a904d52b505d1a2ea2fdb287014a596bd4f948529286
2026-08-25,2026-08-25,t7:r6c3,paradigm,3.1 Simple verbs,29,nangə-rd-ēnd,,Table 7: Perfective | row label '3.PL.' | column label 'nang- “enter”',ingested,,nangə-rd-ēnd,to enter,verb pfv 3pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t7:r6c3,,,"herin2012domari[p. 29, Table 7, 3.PL., nang- “enter”]",093dcc505ed33af3c9b897d335e2114a454986efcaaf991b826b6af522ea3094
2026-08-25,2026-08-25,s3.1:q9,prose,3.1 Simple verbs,29,,contextualising marker,"e base: -əm(e), -ē; -ō-, -ər(e), -ən(e), -əs(e), -ənd(e) . The morpheme -e that appears to the right was labelled by Matras (1999:30) a “contextualising marker” (see below). It always appears at the r",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 29, section 3.1]",0ecc7f2ea83427babe1842f0e716e795ce7844245e2d7714e51fec8bafc11b91
2026-08-25,2026-08-25,s3.1:q10,prose,3.1 Simple verbs,29,,I like you,"at is, if an object pronoun is inserted, it will be placed between the subject marker and -e : amā ḥass kammər-e (< ḥass kar-m-ər-e ) “I like you”. The 2SG has an allomorph -ō- before",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 29, section 3.1]",8855ad0c744b0004c62e5234b2ba1efba2db759394bd30c0c34cdab6ff42da7a
2026-08-25,2026-08-25,s3.1:q11,prose,3.1 Simple verbs,29,tō ḥass kar-ō-m-e,you like me,: amā ḥass kammər-e (< ḥass kar-m-ər-e ) “I like you”. The 2SG has an allomorph -ō- before bound object pronouns: tō ḥass kar-ō-m-e “you like me”. An epenthetic consonant [ ʋ ] is ins,skipped,phrase or clause example whose component lexemes are glossed elsewhere,,you like me,,,,,,,,"herin2012domari[p. 29, section 3.1]",29b251d0bce72f493f3bd05bb3a5a22890c2e79cb53e043ab4c0a7cdaed118ac
2026-08-25,2026-08-25,s3.1:q12,prose,3.1 Simple verbs,29,byāʋ-ē,you fear,"ar-ō-m-e “you like me”. An epenthetic consonant [ ʋ ] is inserted between the 2SG subject marker and stems that end in a vowel: byāʋ-ē “you fear”, pčāʋ-ē “you ask”",ingested,,byāʋ-ē,you fear,dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q12,,,"herin2012domari[p. 29, section 3.1]",f2aa232efa3c602efab792a0c84a3841fd90fb913dcd8c9f6236399ca40724b3
2026-08-25,2026-08-25,s3.1:q13,prose,3.1 Simple verbs,29,pčāʋ-ē,you ask,"e”. An epenthetic consonant [ ʋ ] is inserted between the 2SG subject marker and stems that end in a vowel: byāʋ-ē “you fear”, pčāʋ-ē “you ask”",ingested,,pčāʋ-ē,you ask,dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q13,,,"herin2012domari[p. 29, section 3.1]",2a8c4dda4f59cb1ce050caad93e462608ab7d1954a9bef2dc68ecb4653ee0c41
2026-08-25,2026-08-25,t8:r0c1,paradigm,3.1 Simple verbs,30,pī-,,Table 8: Imperfective | row label '' | column label 'pī- “drink”',ingested,,pī-,to drink,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r0c1,,,"herin2012domari[p. 30, Table 8, pī- “drink”]",69dbb33945ecd76cca35a7f1ef19f5ce837242a4f7c02a2be34ef0a19a64fb11
2026-08-25,2026-08-25,t8:r0c2,paradigm,3.1 Simple verbs,30,ǧān,,Table 8: Imperfective | row label '' | column label 'ǧān - “know”',ingested,,ǧān,to know,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r0c2,,,"herin2012domari[p. 30, Table 8, ǧān - “know”]",cd344703855233a38c5a123135fe1a740e3f322909576281246d0abb92780d6e
2026-08-25,2026-08-25,t8:r0c3,paradigm,3.1 Simple verbs,30,nang-,,Table 8: Imperfective | row label '' | column label 'nang- “enter”',ingested,,nang-,to enter,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r0c3,,,"herin2012domari[p. 30, Table 8, nang- “enter”]",ed204f2fb104ca1147ad6a0a2de112d3b490874ee9a3e84b2e527cfe90dc25dd
2026-08-25,2026-08-25,t8:r1c1,paradigm,3.1 Simple verbs,30,py-əme,,Table 8: Imperfective | row label '1.SG.' | column label 'pī- “drink”',ingested,,py-əme,to drink,verb ipfv 1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r1c1,,,"herin2012domari[p. 30, Table 8, 1.SG., pī- “drink”]",1028f1c31c30c47baca1086e17f5fb857e7549d0bce5cdf495c2ccc4b21e5edc
2026-08-25,2026-08-25,t8:r1c2,paradigm,3.1 Simple verbs,30,ǧān-əme,,Table 8: Imperfective | row label '1.SG.' | column label 'ǧān - “know”',ingested,,ǧān-əme,to know,verb ipfv 1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r1c2,,,"herin2012domari[p. 30, Table 8, 1.SG., ǧān - “know”]",317ee3d740142162aeb7bbe74519e3d3bd5ee7aad0d468904d1f8f41c5454b19
2026-08-25,2026-08-25,t8:r1c3,paradigm,3.1 Simple verbs,30,nang-əme,,Table 8: Imperfective | row label '1.SG.' | column label 'nang- “enter”',ingested,,nang-əme,to enter,verb ipfv 1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r1c3,,,"herin2012domari[p. 30, Table 8, 1.SG., nang- “enter”]",67b105138fa3607ebac13a2c504ff605793ded893f247e50f2fb7ce47c0a6d59
2026-08-25,2026-08-25,t8:r2c1,paradigm,3.1 Simple verbs,30,py-ē,,Table 8: Imperfective | row label '2.SG.' | column label 'pī- “drink”',ingested,,py-ē,to drink,verb ipfv 2sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r2c1,,,"herin2012domari[p. 30, Table 8, 2.SG., pī- “drink”]",282848c6450be33f69c5da7fde1842cdc08467f01b915d603f3d7746d41ac16f
2026-08-25,2026-08-25,t8:r2c2,paradigm,3.1 Simple verbs,30,ǧān-ē,,Table 8: Imperfective | row label '2.SG.' | column label 'ǧān - “know”',ingested,,ǧān-ē,to know,verb ipfv 2sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r2c2,,,"herin2012domari[p. 30, Table 8, 2.SG., ǧān - “know”]",96e39dca9a9d9168992539680b76d6bf39d17ec5e6b27e2d7509a5156f270b0f
2026-08-25,2026-08-25,t8:r2c3,paradigm,3.1 Simple verbs,30,nang-ē,,Table 8: Imperfective | row label '2.SG.' | column label 'nang- “enter”',ingested,,nang-ē,to enter,verb ipfv 2sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r2c3,,,"herin2012domari[p. 30, Table 8, 2.SG., nang- “enter”]",3c92a358440a76e13184aac251cd85be2bce262d3c76753a2c0a7ac94a6e7997
2026-08-25,2026-08-25,t8:r3c1,paradigm,3.1 Simple verbs,30,py-əre,,Table 8: Imperfective | row label '3.SG.' | column label 'pī- “drink”',ingested,,py-əre,to drink,verb ipfv 3sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r3c1,,,"herin2012domari[p. 30, Table 8, 3.SG., pī- “drink”]",f25f937b6de2ac37da6227d64b954315d5dc4fcc3e7f00ace14291a379128638
2026-08-25,2026-08-25,t8:r3c2,paradigm,3.1 Simple verbs,30,ǧān-əre ~ ǧārre,,Table 8: Imperfective | row label '3.SG.' | column label 'ǧān - “know”',ingested,,ǧān-əre; ǧārre,to know,verb ipfv 3sg dialect:as:aleppo:Aleppo; verb ipfv 3sg alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r3c2; herin2012domari:t8:r3c2:variant:2,,,"herin2012domari[p. 30, Table 8, 3.SG., ǧān - “know”]",6570979faad534c4b593564e4673628953994207c732dd1e233019da1f5df55b
2026-08-25,2026-08-25,t8:r3c3,paradigm,3.1 Simple verbs,30,nang-əre,,Table 8: Imperfective | row label '3.SG.' | column label 'nang- “enter”',ingested,,nang-əre,to enter,verb ipfv 3sg dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r3c3,,,"herin2012domari[p. 30, Table 8, 3.SG., nang- “enter”]",4c168b3ed4db9dbad8c3d1cbfd47322d230743ff086cdc1a1b4768421e64671f
2026-08-25,2026-08-25,t8:r4c1,paradigm,3.1 Simple verbs,30,py-əne,,Table 8: Imperfective | row label '1.PL.' | column label 'pī- “drink”',ingested,,py-əne,to drink,verb ipfv 1pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r4c1,,,"herin2012domari[p. 30, Table 8, 1.PL., pī- “drink”]",3590bbea0533412b08afaa1fea08626855dee681f61ef8be70103334bb1036d7
2026-08-25,2026-08-25,t8:r4c2,paradigm,3.1 Simple verbs,30,ǧān-əne,,Table 8: Imperfective | row label '1.PL.' | column label 'ǧān - “know”',ingested,,ǧān-əne,to know,verb ipfv 1pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r4c2,,,"herin2012domari[p. 30, Table 8, 1.PL., ǧān - “know”]",1669263052f3ed8c89319f3080c756ca899bfc8fe3aafb32aa1969ae3cfbbab9
2026-08-25,2026-08-25,t8:r4c3,paradigm,3.1 Simple verbs,30,nang-əne,,Table 8: Imperfective | row label '1.PL.' | column label 'nang- “enter”',ingested,,nang-əne,to enter,verb ipfv 1pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r4c3,,,"herin2012domari[p. 30, Table 8, 1.PL., nang- “enter”]",1a860fa2db9077e9f3cc540db8f9c6f6822d87bd4ee6649fac8ff340e3f29caa
2026-08-25,2026-08-25,t8:r5c1,paradigm,3.1 Simple verbs,30,py-əse,,Table 8: Imperfective | row label '2.PL.' | column label 'pī- “drink”',ingested,,py-əse,to drink,verb ipfv 2pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r5c1,,,"herin2012domari[p. 30, Table 8, 2.PL., pī- “drink”]",3285c63a52a804d74dc245922846f56aff9b895e046ef7491e2a4c3bfe06c2c7
2026-08-25,2026-08-25,t8:r5c2,paradigm,3.1 Simple verbs,30,ǧān-əse,,Table 8: Imperfective | row label '2.PL.' | column label 'ǧān - “know”',ingested,,ǧān-əse,to know,verb ipfv 2pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r5c2,,,"herin2012domari[p. 30, Table 8, 2.PL., ǧān - “know”]",5d86ab54944de7db8bfeed9a427df3780117405c11337a2e224ce6330e31f3e1
2026-08-25,2026-08-25,t8:r5c3,paradigm,3.1 Simple verbs,30,nang-əse,,Table 8: Imperfective | row label '2.PL.' | column label 'nang- “enter”',ingested,,nang-əse,to enter,verb ipfv 2pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r5c3,,,"herin2012domari[p. 30, Table 8, 2.PL., nang- “enter”]",d8b1fa60edd45620f928db02ad3bd96199e82a3c078a7af2d06799d02d42f4c9
2026-08-25,2026-08-25,t8:r6c1,paradigm,3.1 Simple verbs,30,py-ənde,,Table 8: Imperfective | row label '3.PL.' | column label 'pī- “drink”',ingested,,py-ənde,to drink,verb ipfv 3pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r6c1,,,"herin2012domari[p. 30, Table 8, 3.PL., pī- “drink”]",5b24772bc99ab500c016a1e4838d2f35da272e0639e266b31b3a2c022f6b8ac1
2026-08-25,2026-08-25,t8:r6c2,paradigm,3.1 Simple verbs,30,ǧān-ənde,,Table 8: Imperfective | row label '3.PL.' | column label 'ǧān - “know”',ingested,,ǧān-ənde,to know,verb ipfv 3pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r6c2,,,"herin2012domari[p. 30, Table 8, 3.PL., ǧān - “know”]",cf67a18f5bed6e8aa4620db806f57b92c0f7f94a6cd637ef1d187aefade04ce8
2026-08-25,2026-08-25,t8:r6c3,paradigm,3.1 Simple verbs,30,nang-ənde,,Table 8: Imperfective | row label '3.PL.' | column label 'nang- “enter”',ingested,,nang-ənde,to enter,verb ipfv 3pl dialect:as:aleppo:Aleppo,,,,herin2012domari:t8:r6c3,,,"herin2012domari[p. 30, Table 8, 3.PL., nang- “enter”]",6c1bcb24059b56faa7e375baed624c1174b78a3a61d26226a116aa0925484a76
2026-08-25,2026-08-25,s3.1:q14,prose,3.1 Simple verbs,30,,contextualising marker,"The subjunctive typically consists of the root, to which the imperfective subject markers attach, but without the “contextualising marker” -e. In the 2SG, the ending - ā appear",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 30, section 3.1]",fd78b4996f64ff4296a70485aa7ec543cc4ada75becbe34e23928e4f67e8dfa0
2026-08-25,2026-08-25,s3.1:q15,prose,3.1 Simple verbs,30,kar-ō-s-ā,(that) you make it,"the ending - ā appears instead of -ē . When bound object pronouns are suffixed, the morpheme seems to split into two parts: kar-ō-s-ā “(that) you make it” (possibly make-SUBJ.2SG-OBJ.3SG-SUBJ).T",ingested,,kar-ō-s-ā,(that) you make it,dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q15,,,"herin2012domari[p. 30, section 3.1]",9aec3522f81ab4edb81003447491e0417fdf0277095a7a15cc0a07737be89476
2026-08-25,2026-08-25,s3.1:q16,prose,3.1 Simple verbs,30,,contextualising marker,"- , it is of course better to view the imperfective as derived from the subjunctive as it simply involves the suffixation of the so-called “contextualising marker” -e. However, this is impossible with ve",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 30, section 3.1]",433b1be5880d5e04e1d6a35e09130b7d6dcc250ecf150158f1abbc612c0f9130
2026-08-25,2026-08-25,s3.1:q17,prose,3.1 Simple verbs,30,āʋ-,to come,"be no rule that permits to predict its presence or absence. Some verbs may appear with or without it. These is the case for the root āʋ - “to come” for which three forms were recorded, tw",ingested,,āʋ-,to come,dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q17,,,"herin2012domari[p. 30, section 3.1]",3ba729038206e83947df1a3a3932c72428fcd2a0ab6b16e9dba5f1106ca96794
2026-08-25,2026-08-25,s3.1:q18,prose,3.1 Simple verbs,30,āʋ-ər ~ pāʋ-ər ~ āʋ-č-ər,(that) he comes,"r the root āʋ - “to come” for which three forms were recorded, two are zero-marked and one marked with -č- : āʋ-ər ~ pāʋ-ər ~ āʋ-č-ər “(that) he comes”",ingested,,āʋ-ər; pāʋ-ər; āʋ-č-ər,(that) he comes,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:s3.1:q18; herin2012domari:s3.1:q18:variant:2; herin2012domari:s3.1:q18:variant:3,,,"herin2012domari[p. 30, section 3.1]",c5c4e9d71aeb514322b28b2aec3e4cc5a46c3b1a397df0d1dad6eef6083e3798
