unit|region|pdf_page|form|gloss|context
ex43a:2|interlinear|51|niin|sleep|example=43a; reference=MJ06a-149; translation=Zaman is sleeping.
ex43a:3|interlinear|51|b-uun|go-ipfv.m.sg|example=43a; reference=MJ06a-149; translation=Zaman is sleeping.
ex44a:1|interlinear|51|biyaál|yesterday|example=44a; reference=MJ06a-32; translation=Yesterday it rained a lot.
ex44a:2|interlinear|51|bääḍ|much|example=44a; reference=MJ06a-32; translation=Yesterday it rained a lot.
ex44a:3|interlinear|51|agä|rain?|example=44a; reference=MJ06a-32; translation=Yesterday it rained a lot.
ex44a:4|interlinear|51|b-ìl|become-pfv|example=44a; reference=MJ06a-32; translation=Yesterday it rained a lot.
ex45a:1|interlinear|51|sumeerä|Sumaira|example=45a; reference=MJ06a-72; translation=Sumaira is hungry.’ [lit. ‘Sumaira has become hungry.
ex45a:2|interlinear|51|buṣilyiit|become_hungry.pfv|example=45a; reference=MJ06a-72; translation=Sumaira is hungry.’ [lit. ‘Sumaira has become hungry.
ex45b:1|interlinear|51|zamaán|Zaman|example=45b; reference=MJ06a-152; translation=Zaman was hungry.’ [lit. ‘Zaman had become hungry.
ex45b:2|interlinear|51|buṣilyii-s|become_hungry.pfv-pst|example=45b; reference=MJ06a-152; translation=Zaman was hungry.’ [lit. ‘Zaman had become hungry.
ex46a:1|interlinear|51|zamaán=ä|Zaman=erg|example=46a; reference=MJ06a-72; translation=Zaman ate the food.
ex46a:2|interlinear|51|geél|bread|example=46a; reference=MJ06a-72; translation=Zaman ate the food.
ex46a:3|interlinear|51|kh-aál|eat-pfv|example=46a; reference=MJ06a-72; translation=Zaman ate the food.
ex46b:1|interlinear|51|tu|2sg.nom|example=46b; reference=MJ06a-178; translation=Can you see their house from here?
ex46b:2|interlinear|51|umä=dä|here=from|example=46b; reference=MJ06a-178; translation=Can you see their house from here?
ex46b:3|interlinear|51|räni|3pl.gen|example=46b; reference=MJ06a-178; translation=Can you see their house from here?
ex46b:4|interlinear|51|šii|house|example=46b; reference=MJ06a-178; translation=Can you see their house from here?
ex46b:5|interlinear|51|päš-uun=ää|see-ipfv.m.sg=q|example=46b; reference=MJ06a-178; translation=Can you see their house from here?
ex47a:1|interlinear|52|biyaál|yesterday|example=47a; reference=MI06c-50; translation=I worked yesterday.
ex47a:2|interlinear|52|mi|1sg.erg|example=47a; reference=MI06c-50; translation=I worked yesterday.
ex47a:3|interlinear|52|[traam|work|example=47a; reference=MI06c-50; translation=I worked yesterday.
ex47a:4|interlinear|52|thää́l|do.pfv|example=47a; reference=MI06c-50; translation=I worked yesterday.
ex47a:5|interlinear|52|]||example=47a; reference=MI06c-50; translation=I worked yesterday.
ex47b:1|interlinear|52|čikär|bird|example=47b; reference=MJ06a-67; translation=The bird flies.
ex47b:2|interlinear|52|[šiiš|flight|example=47b; reference=MJ06a-67; translation=The bird flies.
ex47b:3|interlinear|52|d-iin|give-ipfv.f|example=47b; reference=MJ06a-67; translation=The bird flies.
ex47b:4|interlinear|52|]||example=47b; reference=MJ06a-67; translation=The bird flies.
ex48a:1|interlinear|52|soo|3sg|example=48a; reference=MJ06a-13; translation=She is crying.
ex48a:2|interlinear|52|[číkaar|cry|example=48a; reference=MJ06a-13; translation=She is crying.
ex48a:3|interlinear|52|d-iin|give-ipfv.f|example=48a; reference=MJ06a-13; translation=She is crying.
ex48a:4|interlinear|52|]||example=48a; reference=MJ06a-13; translation=She is crying.
ex48b:1|interlinear|52|pée|girl|example=48b; reference=JK15d-83; translation=The girl cried.
ex48b:2|interlinear|52|číkar-il|cry-pfv|example=48b; reference=JK15d-83; translation=The girl cried.
ex49a:1|interlinear|53|tä|3sg.erg|example=49a; translation=Then he gave the boys three pears.
ex49a:2|interlinear|53|ä|a|example=49a; translation=Then he gave the boys three pears.
ex49a:3|interlinear|53|deer|time?|example=49a; translation=Then he gave the boys three pears.
ex49a:4|interlinear|53|lädrúǰ-um=thä|boy.pl-obl.pl=dat|example=49a; translation=Then he gave the boys three pears.
ex49a:5|interlinear|53|troo|three|example=49a; translation=Then he gave the boys three pears.
ex49a:6|interlinear|53|ṭangur|pear|example=49a; translation=Then he gave the boys three pears.
ex49a:7|interlinear|53|dit|give.pfv|example=49a; translation=Then he gave the boys three pears.
ex49b:1|interlinear|53|pée|girl|example=49b; reference=JK15d-35; translation=The girls showed pictures to the teacher.
ex49b:2|interlinear|53|tani|refl|example=49b; reference=JK15d-35; translation=The girls showed pictures to the teacher.
ex49b:3|interlinear|53|ústaaz=thä|teacher=dat|example=49b; reference=JK15d-35; translation=The girls showed pictures to the teacher.
ex49b:4|interlinear|53|fuṭú|photo|example=49b; reference=JK15d-35; translation=The girls showed pictures to the teacher.
ex49b:5|interlinear|53|päš-aál|show-pfv|example=49b; reference=JK15d-35; translation=The girls showed pictures to the teacher.
ex50a:1|interlinear|53|dä̀rin|ground|example=50a; reference=JK15d-68; translation=The ground is dry.
ex50a:2|interlinear|53|šišeél|dry|example=50a; reference=JK15d-68; translation=The ground is dry.
ex50a:3|interlinear|53|in|cop.prs|example=50a; reference=JK15d-68; translation=The ground is dry.
ex50b:1|interlinear|53|soo|3sg|example=50b; reference=MJ06a-48; translation=He was a professor.
ex50b:2|interlinear|53|prufisär|professor|example=50b; reference=MJ06a-48; translation=He was a professor.
ex50b:3|interlinear|53|aas|cop.pst|example=50b; reference=MJ06a-48; translation=He was a professor.
ex50c:1|interlinear|53|čhätree|umbrella|example=50c; reference=MJ06a-43; translation=The umbrella is next to the door.
ex50c:2|interlinear|53|där=dii|door=at|example=50c; reference=MJ06a-43; translation=The umbrella is next to the door.
ex50c:3|interlinear|53|in|cop.prs|example=50c; reference=MJ06a-43; translation=The umbrella is next to the door.
ex51a:1|interlinear|53|soo|3sg|example=51a; reference=MJ06a-47; translation=He is a professor.
ex51a:2|interlinear|53|prufisär|professor|example=51a; reference=MJ06a-47; translation=He is a professor.
ex51b:1|interlinear|53|soo|he|example=51b; reference=MJ06a-216; translation=He is not here.
ex51b:2|interlinear|53|uma|here|example=51b; reference=MJ06a-216; translation=He is not here.
ex51b:3|interlinear|53|nä|neg|example=51b; reference=MJ06a-216; translation=He is not here.
ex52a:1|interlinear|54|un|this|example=52a; reference=MJ06a-131; translation=There were two windows in this room.
ex52a:2|interlinear|54|kämra=mi|room=in|example=52a; reference=MJ06a-131; translation=There were two windows in this room.
ex52a:3|interlinear|54|du|two|example=52a; reference=MJ06a-131; translation=There were two windows in this room.
ex52a:4|interlinear|54|čidiriḍ|window|example=52a; reference=MJ06a-131; translation=There were two windows in this room.
ex52a:5|interlinear|54|aas|cop.pst|example=52a; reference=MJ06a-131; translation=There were two windows in this room.
ex53a:1|interlinear|54|täsi|3sg.gen|example=53a; reference=MJ06a-140; translation=His son has three houses.
ex53a:2|interlinear|54|púu=dii|boy=at|example=53a; reference=MJ06a-140; translation=His son has three houses.
ex53a:3|interlinear|54|trä|three|example=53a; reference=MJ06a-140; translation=His son has three houses.
ex53a:4|interlinear|54|šii|house|example=53a; reference=MJ06a-140; translation=His son has three houses.
ex53a:5|interlinear|54|in|cop.prs|example=53a; reference=MJ06a-140; translation=His son has three houses.
ex53b:1|interlinear|54|täsi|3sg.gen|example=53b; reference=MI06b-140; translation=His son has three houses.
ex53b:2|interlinear|54|púu=ä|boy=gen|example=53b; reference=MI06b-140; translation=His son has three houses.
ex53b:3|interlinear|54|trä|three|example=53b; reference=MI06b-140; translation=His son has three houses.
ex53b:4|interlinear|54|šii|house|example=53b; reference=MI06b-140; translation=His son has three houses.
ex53b:5|interlinear|54|in|cop.prs|example=53b; reference=MI06b-140; translation=His son has three houses.
ex54a:1|interlinear|54|ma=dii|1sg.acc=at|example=54a; reference=MJ06a-100; translation=I don’t have time now.
ex54a:2|interlinear|54|tipä|now|example=54a; reference=MJ06a-100; translation=I don’t have time now.
ex54a:3|interlinear|54|wax|time|example=54a; reference=MJ06a-100; translation=I don’t have time now.
ex54a:4|interlinear|54|nä|neg|example=54a; reference=MJ06a-100; translation=I don’t have time now.
ex54b:1|interlinear|54|täsi|3sg.gen|example=54b; reference=MJ06a-101; translation=She had a daughter.
ex54b:2|interlinear|54|ä|indf|example=54b; reference=MJ06a-101; translation=She had a daughter.
ex54b:3|interlinear|54|pée|girl|example=54b; reference=MJ06a-101; translation=She had a daughter.
ex54b:4|interlinear|54|aas|cop.prs|example=54b; reference=MJ06a-101; translation=She had a daughter.
ex55a:1|interlinear|55|mi|1sg.gen|example=55a; reference=MJ06a-137; translation=I have two hands.
ex55a:2|interlinear|55|du|two|example=55a; reference=MJ06a-137; translation=I have two hands.
ex55a:3|interlinear|55|theer|hand|example=55a; reference=MJ06a-137; translation=I have two hands.
ex55a:4|interlinear|55|in|cop.prs|example=55a; reference=MJ06a-137; translation=I have two hands.
ex55b:1|interlinear|55|thi|2sg.gen|example=55b; reference=MJ06a-96; translation=How many children do you have?
ex55b:2|interlinear|55|kiteek|how_many|example=55b; reference=MJ06a-96; translation=How many children do you have?
ex55b:3|interlinear|55|läḍkúr|boy.pl|example=55b; reference=MJ06a-96; translation=How many children do you have?
ex55b:4|interlinear|55|in|cop.prs|example=55b; reference=MJ06a-96; translation=How many children do you have?
ex56a:1|interlinear|55|läḍkúr=thä|boy?=dat|example=56a; reference=MI06b-109; translation=The boy remembered his friend.
ex56a:2|interlinear|55|täni|refl|example=56a; reference=MI06b-109; translation=The boy remembered his friend.
ex56a:3|interlinear|55|mälgär|friend|example=56a; reference=MI06b-109; translation=The boy remembered his friend.
ex56a:4|interlinear|55|yaád|memory|example=56a; reference=MI06b-109; translation=The boy remembered his friend.
ex56a:5|interlinear|55|in|cop.prs|example=56a; reference=MI06b-109; translation=The boy remembered his friend.
ex56b:1|interlinear|55|tu=ṭä|2sg.acc=dat|example=56b; reference=MJ06a-89; translation=You will have to read this book.
ex56b:2|interlinear|55|un|this|example=56b; reference=MJ06a-89; translation=You will have to read this book.
ex56b:3|interlinear|55|kitaáb|book|example=56b; reference=MJ06a-89; translation=You will have to read this book.
ex56b:4|interlinear|55|män-il|read-vn|example=56b; reference=MJ06a-89; translation=You will have to read this book.
ex56b:5|interlinear|55|in|cop.prs|example=56b; reference=MJ06a-89; translation=You will have to read this book.
ex56c:1|interlinear|55|ma=ṭä|1sg.acc=dat|example=56c; reference=MJ06a-91; translation=I had to go on foot.
ex56c:2|interlinear|55|khur=dä|foot=from|example=56c; reference=MJ06a-91; translation=I had to go on foot.
ex56c:3|interlinear|55|bäyil|go.vn|example=56c; reference=MJ06a-91; translation=I had to go on foot.
ex56c:4|interlinear|55|aas|cop.pst|example=56c; reference=MJ06a-91; translation=I had to go on foot.
ex57a:1|interlinear|55|rin|3pl.nom|example=57a; reference=JK15d-22; translation=They said no.
ex57a:2|interlinear|55|alu|quot|example=57a; reference=JK15d-22; translation=They said no.
ex57a:3|interlinear|55|nä|no|example=57a; reference=JK15d-22; translation=They said no.
ex57b:1|interlinear|55|soo|3sg.nom|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:2|interlinear|55|täs=thä|3sg.acc=dat|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:3|interlinear|55|alu|quot|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:4|interlinear|55|[ma|1sg.nom|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:5|interlinear|55|daan|tooth|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:6|interlinear|55|nä|neg|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:7|interlinear|55|gäḍ|remove.inf|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:8|interlinear|55|b-uun|can-ipfv.m.sg|example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex57b:9|interlinear|55|]||example=57b; reference=MJ06c-12; translation=He said: I do not know how to pick out the teeth.
ex58a:1|interlinear|56|ma|1sg|example=58a; reference=MJ06a-81; translation=I don’t know.
ex58a:2|interlinear|56|nä|neg|example=58a; reference=MJ06a-81; translation=I don’t know.
ex58a:3|interlinear|56|ǰän-uun|know-ipfv.m.sg|example=58a; reference=MJ06a-81; translation=I don’t know.
ex58b:1|interlinear|56|phuṇ|flower|example=58b; reference=MJ06a-213; translation=Don’t pluck the flowers.
ex58b:2|interlinear|56|nä|neg|example=58b; reference=MJ06a-213; translation=Don’t pluck the flowers.
ex58b:3|interlinear|56|čhin|pluck.imp|example=58b; reference=MJ06a-213; translation=Don’t pluck the flowers.
ex59a:1|interlinear|56|ma=dii|1sg.nom=at|example=59a; reference=MJ06a-127; translation=I don’t have that book.
ex59a:2|interlinear|56|atu|that|example=59a; reference=MJ06a-127; translation=I don’t have that book.
ex59a:3|interlinear|56|kitaáb|book|example=59a; reference=MJ06a-127; translation=I don’t have that book.
ex59a:4|interlinear|56|nä|neg|example=59a; reference=MJ06a-127; translation=I don’t have that book.
ex59b:1|interlinear|56|ä|indf|example=59b; translation=[... and saw that] a basket of pears was not there; was missing.
ex59b:2|interlinear|56|čädeer|basket|example=59b; translation=[... and saw that] a basket of pears was not there; was missing.
ex59b:3|interlinear|56|ṭangur|pear|example=59b; translation=[... and saw that] a basket of pears was not there; was missing.
ex59b:4|interlinear|56|nä|neg|example=59b; translation=[... and saw that] a basket of pears was not there; was missing.
ex60a:1|interlinear|57|tu|2sg.nom|example=60a; reference=MJ06a-178; translation=Can you see their house from here?
ex60a:2|interlinear|57|umä=dä|here=from|example=60a; reference=MJ06a-178; translation=Can you see their house from here?
ex60a:3|interlinear|57|räni|3pl.gen|example=60a; reference=MJ06a-178; translation=Can you see their house from here?
ex60a:4|interlinear|57|šii|house|example=60a; reference=MJ06a-178; translation=Can you see their house from here?
ex60a:5|interlinear|57|päš-uun=ää|see-ipfv.m.sg=q|example=60a; reference=MJ06a-178; translation=Can you see their house from here?
ex60b:1|interlinear|57|geél|food|example=60b; reference=MJ06a-50; translation=Is the food ready?
ex60b:2|interlinear|57|täyaar|ready|example=60b; reference=MJ06a-50; translation=Is the food ready?
ex60b:3|interlinear|57|in=ää|cop.prs=q|example=60b; reference=MJ06a-50; translation=Is the food ready?
ex60c:1|interlinear|57|raathä|tomorrow|example=60c; reference=MI06d-7; translation=Is tomorrow Friday?
ex60c:2|interlinear|57|ǰumá=ää|Friday=q|example=60c; reference=MI06d-7; translation=Is tomorrow Friday?
ex61a:1|interlinear|57|soo|3sg.nom|example=61a; reference=MJ06a-4; translation=What is he doing?
ex61a:2|interlinear|57|guwaá|what|example=61a; reference=MJ06a-4; translation=What is he doing?
ex61a:3|interlinear|57|th-uun|do-ipfv.m.sg|example=61a; reference=MJ06a-4; translation=What is he doing?
ex61b:1|interlinear|57|kii|who|example=61b; reference=MJ06a-217; translation=Who ate the bread?
ex61b:2|interlinear|57|geél|bread|example=61b; reference=MJ06a-217; translation=Who ate the bread?
ex61b:3|interlinear|57|kh-aál|eat-pfv|example=61b; reference=MJ06a-217; translation=Who ate the bread?
ex61c:1|interlinear|57|tu=dii|2sg.acc=at|example=61c; reference=MJ06a-209; translation=How much money do you have?
ex61c:2|interlinear|57|kiteek|how_much|example=61c; reference=MJ06a-209; translation=How much money do you have?
ex61c:3|interlinear|57|rupee|money|example=61c; reference=MJ06a-209; translation=How much money do you have?
ex61c:4|interlinear|57|in|cop.prs|example=61c; reference=MJ06a-209; translation=How much money do you have?
ex62:1|interlinear|58|ma|1sg.nom|example=62; reference=MJ06a-202; translation=I will keep sitting here until the bus comes.
ex62:2|interlinear|58|[bas=ä|bus=gen|example=62; reference=MJ06a-202; translation=I will keep sitting here until the bus comes.
ex62:3|interlinear|58|yääl|come.vn|example=62; reference=MJ06a-202; translation=I will keep sitting here until the bus comes.
ex62:4|interlinear|58|]=een|=until?|example=62; reference=MJ06a-202; translation=I will keep sitting here until the bus comes.
ex62:5|interlinear|58|uma|here|example=62; reference=MJ06a-202; translation=I will keep sitting here until the bus comes.
ex62:6|interlinear|58|bìš-uun|sit-ipfv.m.sg|example=62; reference=MJ06a-202; translation=I will keep sitting here until the bus comes.
ex63a:1|interlinear|58|[thi|2sg.gen|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:2|interlinear|58|theer=mi|hand=in|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:3|interlinear|58|kaan|which|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:4|interlinear|58|kitaáb|book|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:5|interlinear|58|in|cop.prs|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:6|interlinear|58|dä]|?|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:7|interlinear|58|täs|3sg.acc|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:8|interlinear|58|ma=ṭä|1sg.acc=dat|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63a:9|interlinear|58|päš-a|show-imp|example=63a; reference=MI06b-221; translation=Show me the book which is in your hand.
ex63b:1|interlinear|58|[mi|1sg.erg|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:2|interlinear|58|kaan|which|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:3|interlinear|58|täluun|rice|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:4|interlinear|58|kh-aál|eat-pfv|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:5|interlinear|58|dä]|?|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:6|interlinear|58|soo|3sg.nom|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:7|interlinear|58|säyi|well|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:8|interlinear|58|päčeel|cooked.f?|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:9|interlinear|58|nä|neg|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex63b:10|interlinear|58|aas|cop.pst|example=63b; reference=MI06b-219; translation=The rice that I ate was not cooked well.
ex64:1|interlinear|58|fäsälá|agreement|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:2|interlinear|58|thää́l|did|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:3|interlinear|58|alu|that|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:4|interlinear|58|[räs=daa|3sg.acc=from|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:5|interlinear|58|kii|who|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:6|interlinear|58|šugooḍ|cloak|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:7|interlinear|58|gäḍ-il|remove-pfv|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:8|interlinear|58|too|?|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:9|interlinear|58|soo|3sg.nom|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:10|interlinear|58|ṭikir|strong|example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex64:11|interlinear|58|]||example=64; translation=(They) agreed that the one who took off (the traveller’s) cloak was stronger.
ex65:1|interlinear|58|heedär=ä|Haider=erg|example=65; reference=MJ06a-55; translation=Haider saw Aslam write the letter.
ex65:2|interlinear|58|driṣ|see.pfv|example=65; reference=MJ06a-55; translation=Haider saw Aslam write the letter.
ex65:3|interlinear|58|aan|that|example=65; reference=MJ06a-55; translation=Haider saw Aslam write the letter.
ex65:4|interlinear|58|[aslam|Aslam|example=65; reference=MJ06a-55; translation=Haider saw Aslam write the letter.
ex65:5|interlinear|58|xat|letter|example=65; reference=MJ06a-55; translation=Haider saw Aslam write the letter.
ex65:6|interlinear|58|čuṇ-uun-s|write-ipfv.m.sg-pst|example=65; reference=MJ06a-55; translation=Haider saw Aslam write the letter.
ex65:7|interlinear|58|]||example=65; reference=MJ06a-55; translation=Haider saw Aslam write the letter.
ex66a:1|interlinear|59|[heedär|Haider|example=66a; reference=MJ06a-54; translation=Haider went inside and wrote a letter.
ex66a:2|interlinear|59|šii=thä|house=to|example=66a; reference=MJ06a-54; translation=Haider went inside and wrote a letter.
ex66a:3|interlinear|59|b-i|go-cvb|example=66a; reference=MJ06a-54; translation=Haider went inside and wrote a letter.
ex66a:4|interlinear|59|]||example=66a; reference=MJ06a-54; translation=Haider went inside and wrote a letter.
ex66a:5|interlinear|59|ä|a|example=66a; reference=MJ06a-54; translation=Haider went inside and wrote a letter.
ex66a:6|interlinear|59|xat|letter|example=66a; reference=MJ06a-54; translation=Haider went inside and wrote a letter.
ex66a:7|interlinear|59|čuṇ-il|write-pfv|example=66a; reference=MJ06a-54; translation=Haider went inside and wrote a letter.
ex66b:1|interlinear|59|[un|this|example=66b; reference=MI06c-121; translation=Cut this tree and split it!
ex66b:2|interlinear|59|tam|tree|example=66b; reference=MI06c-121; translation=Cut this tree and split it!
ex66b:3|interlinear|59|čhin-i|cut-cvb|example=66b; reference=MI06c-121; translation=Cut this tree and split it!
ex66b:4|interlinear|59|]||example=66b; reference=MI06c-121; translation=Cut this tree and split it!
ex66b:5|interlinear|59|räs|3sg.acc|example=66b; reference=MI06c-121; translation=Cut this tree and split it!
ex66b:6|interlinear|59|čun-a|split-imp|example=66b; reference=MI06c-121; translation=Cut this tree and split it!
ex67a:1|interlinear|59|[ä|indf|example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67a:2|interlinear|59|meéš|man|example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67a:3|interlinear|59|kic̣|sack?|example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67a:4|interlinear|59|gäṇ-i|tie-cvb|example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67a:5|interlinear|59|tée|and|example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67a:6|interlinear|59|]||example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67a:7|interlinear|59|ṭangur|pear|example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67a:8|interlinear|59|thunä-s|collect.pfv?-pst|example=67a; translation=A man having a sack tied (to his back) was plucking pears.
ex67b:1|interlinear|59|[šileeḍ|ladder|example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:2|interlinear|59|näm-i|put-cvb|example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:3|interlinear|59|tée|and|example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:4|interlinear|59|]||example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:5|interlinear|59|tä|3sg.erg|example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:6|interlinear|59|du|two|example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:7|interlinear|59|čädeer|basket|example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:8|interlinear|59|ṭangur|pear|example=67b; translation=Placing a ladder he filled two baskets with pears.
ex67b:9|interlinear|59|pur-il|fill-pfv|example=67b; translation=Placing a ladder he filled two baskets with pears.
