Item	PDF_Page	Printed_Page	Column	Header_OCR	Site	Role	Site_OCR	Raw_OCR	Raw_OCR_Primary	Raw_OCR_Secondary	Raw_OCR_Latin	OCR_Pass	Blank	Alignment_Note	Transcription	Review	Uncertainty
104	34	27	2	104. child	HLH	target	HLH	1 balak /2 fabac	1 balak /2 fabac		1 baļak 12 tabac	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
104	34	27	2	104. child	PBG	comparison	PBG	6 tfotu	6 tfotu		6&6 tfotu	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
104	34	27	2	104. child	HIN	comparison	HIN	3 batf-a	3 batf-a		3 batf-a	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
104	34	27	2	104. child	PUN	comparison	PUN	4 dgzavake /5 njana	4 dgzavake /5 njana	child 1 balak 12 tabac (Bagd!) 1 balak 2 te-bar 1 balak 1 balak- 1 balak /3 batf-a 1 balak /2 tabac tfotu batf-a dzavake /3 njana	4 dz3avak®e I5 njaqa	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
105	34	27	3	103. father	HRT	target	HRT	1 babu	1 babu	1 babu	1 babu	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
105	34	27	3	103. father	HJN	target	HJN	1 bab-u	1 bab-u	1 bab-u	1 bab-u	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
105	34	27	3	103. father	HFT	target	HFT	1 bap-u /2 petadzi /1	1 bap-u /2 petadzi /1	1 bap-u /2 petadzi /1	1 bap-u 2 ptġadzi l1	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
105	34	27	3	103. father	HNG	target	HNG	1 bapu /3 tfatf-a	1 bapu /3 tfatf-a	1 bapu /3 tfatf-a	1 bapu 7/3 tfatf-a	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
105	34	27	3	103. father	BPL	comparison	BPL	1 papa /3 tfatfa	1 papa /3 tfatfa	1 papa /3 tfatfa	1 papa /3 tfatfa	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
105	34	27	3	103. father	HTR	target	HTR	1 bapu	1 bapu	1 bapu	1 bapu	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
105	34	27	3	103. father	HLH	target	HLH	1 bapu	1 bapu	1 bapu	1 bapu	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
105	34	27	3	103. father	PBG	comparison	PBG	5 bae	5 bae	5 bae	5 bae	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
105	34	27	3	103. father	HIN	comparison	HIN	1 bap 72 pitadsi (I)	1 bap 72 pitadsi (I)	1 bap 72 pitadsi (I)	1 bap ?2 pitadgi (H)	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
105	34	27	3	103. father	PUN	comparison	PUN	1 bap /4 p‘o	1 bap /4 p‘o	1 bap /4 p‘o	1 bap /4 p'o	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
106	35	28	1	106. mother	HRT	target	HRT	1 ag	1 ag	1 ag	1 mā	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
106	35	28	1	106. mother	HJN	target	WIN	1 m3	1 m3	1 m3	1 m3	tesseract_psm6	0	token=WIN;edit=2;score=2.00		pending	
106	35	28	1	106. mother	HFT	target	HFT	2 ma	2 ma	2 ma	1 mā	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
106	35	28	1	106. mother	HNG	target	HNG	1 a3	1 a3	1 a3	í må	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
106	35	28	1	106. mother	BPL	comparison	BPL	1 aa	1 aa	1 aa	1 aa	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
106	35	28	1	106. mother	HTR	target	HTR	1 ma	1 ma	1 ma	1 ma	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
106	35	28	1	106. mother	HLH	target	HLH	1 ma	1 ma	1 ma	1 ma	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
106	35	28	1	106. mother	PBG	comparison	PBG	1 ma!	1 ma!	1 ma!	1 ma!	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
106	35	28	1	106. mother	HIN	comparison	HIN	2 ma 71 matadyi (H)	2 ma 71 matadyi (H)	2 ma 71 matadyi (H)	1 ma /1 matadzi (H)	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
106	35	28	1	106. mother	PUN	comparison	PUN	1 ma 71 bib-i	1 ma 71 bib-i	1 ma 71 bib-i	1 må ?/1 bib.i	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
107	35	28	2	107. older brother	HRT	target	HRE	1 bhaji	1 bhaji	1 bhaji	1 bħaji	tesseract_psm6	0	token=HRE;edit=1;score=1.00		pending	
107	35	28	2	107. older brother	HJN	target	HIN	1 bad-a beat	1 bad-a beat	1 bad-a beat	1 baqa bhal	tesseract_psm6	0	token=HIN;edit=1;score=1.00		pending	
107	35	28	2	107. older brother	HFT	target	HET	1 badq-a beat	1 badq-a beat	1 badq-a beat	1 baqd-a bhat	tesseract_psm6	0	token=HET;edit=1;score=1.00		pending	
107	35	28	2	107. older brother	HNG	target	ING	1 bada bhaft	1 bada bhaft	1 bada bhaft	1 bada bħaji	tesseract_psm6	0	token=ING;edit=1;score=1.00		pending	
107	35	28	2	107. older brother	BPL	comparison	BPL	1 ba} sab	1 ba} sab	1 ba} sab	1 bħaj sab	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
107	35	28	2	107. older brother	HTR	target	HTR	1 beat	1 beat	1 beat	1 bħ*ai	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
107	35	28	2	107. older brother	HLH	target	HLH	1 bada bhaf	1 bada bhaf	1 bada bhaf	1 baqa b^aj	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
107	35	28	2	107. older brother	PBG	comparison	PBG	1 bara ba!	1 bara ba!	1 bara ba!	1 bapa ba!	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
107	35	28	2	107. older brother	HIN	comparison	HIN	1 bea'ja /1 bara brat	1 bea'ja /1 bara brat	1 bea'ja /1 bara brat	1 bħatja /1 bəça bħali	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
107	35	28	2	107. older brother	PUN	comparison	PUN	2 vad-a vir /3 p-a*	2 vad-a vir /3 p-a*	2 vad-a vir /3 p-a*	2 vad-a vir 13 p-as	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
108	35	28	3	108. younyer beo       ~	HRT	target	HRY				ILIN     tfota bbat	tesseract_psm6	1	token=HRY;edit=1;score=1.00		pending	
108	35	28	3	108. younyer beo       ~	HJN	target	HL	.IN     Lfot-. Ibart	.IN     Lfot-. Ibart	.IN     Lfot-. Ibart		tesseract_psm6	0	token=HL;edit=2;score=2.00		pending	
108	35	28	3	108. younyer beo       ~	HFT	target	HET	tfot-a bat	tfot-a bat	tfot-a bat	tfot-a brai	tesseract_psm6	0	token=HET;edit=1;score=1.00		pending	
108	35	28	3	108. younyer beo       ~	HNG	target	HNG	tfota brajt	tfota brajt	tfota brajt	tfota bħaji	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
108	35	28	3	108. younyer beo       ~	BPL	comparison	BPI	.	.	.	.	tesseract_psm6	0	token=BPI;edit=1;score=1.00		audit-only comparison	
108	35	28	3	108. younyer beo       ~	HTR	target	HTR					tesseract_psm6	1	token=HTR;edit=0;score=0.00		pending	
108	35	28	3	108. younyer beo       ~	HLH	target	HLH	= tfota bha}	= tfota bha}	= tfota bha}	tfħota bhaj	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
108	35	28	3	108. younyer beo       ~	PBG	comparison	PBG	(name only)	(name only)	(name only)	(name only)	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
108	35	28	3	108. younyer beo       ~	HIN	comparison	HIN	bra!	bra!	bra!	bħa'!	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
108	35	28	3	108. younyer beo       ~	PUN	comparison	PUN	2 ntka vie /3 p-at	2 ntka vie /3 p-at	2 ntka vie /3 p-at	2 nika vic 13 p-a!	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
109	35	28	1	109. older sister	HRT	target	HRT	2 bad-t bahane (2 bueb-o	2 bad-t bahane (2 bueb-o	2 bad-t bahane (2 bueb-o	1 bad-i bahane /2 bub-o	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
109	35	28	1	109. older sister	HJN	target	HJN	2 bad-t beb-e@ /1 bene	2 bad-t beb-e@ /1 bene	2 bad-t beb-e@ /1 bene	2 baq. beb. /1 bene	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
109	35	28	1	109. older sister	HFT	target	HFT	1 behen /3 bal	1 behen /3 bal	1 behen /3 bal	1 bchen /3 bai	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
109	35	28	1	109. older sister	HNG	target	HNG	1 badi behen	1 badi behen	1 badi behen	1 baqi behen	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
109	35	28	1	109. older sister	BPL	comparison	BPL	1 behen	1 behen	1 behen	1 behen	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
109	35	28	1	109. older sister	HTR	target	HTR	1 bahana	1 bahana	1 bahana	1 bahana	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
109	35	28	1	109. older sister	HLH	target	HLH	1 bodt bahana	1 bodt bahana	1 bodt bahana	1 bodi bahana	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
109	35	28	1	109. older sister	PBG	comparison	PBG	6 bobo	6 bobo	6 bobo	6&6 bobo	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
109	35	28	1	109. older sister	HIN	comparison	HIN	1 badi bahin 7/4 didt	1 badi bahin 7/4 didt	1 badi bahin 7/4 didt	1 baqi bahin 7/4 didi	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
109	35	28	1	109. older sister	PUN	comparison	PUN	5 vad- i p-ene	5 vad- i p-ene	5 vad- i p-ene	5 vad-t pen’	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
110	35	28	2	110. yousger sister	HRT	target	WRT	1 tfott bahane	1 tfott bahane	1 tfott bahane	1 tftott bahan»	tesseract_psm6	0	token=WRT;edit=1;score=1.00		pending	
110	35	28	2	110. yousger sister	HJN	target	WIN	2 tf*ot- 1 beb-e	2 tf*ot- 1 beb-e	2 tf*ot- 1 beb-e	2 tfhot.i bub-o	tesseract_psm6	0	token=WIN;edit=2;score=2.00		pending	
110	35	28	2	110. yousger sister	HFT	target	HFT	1 tfoti behen 71 behen	1 tfoti behen 71 behen	1 tfoti behen 71 behen	1 tfoti behen /1 behen	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
110	35	28	2	110. yousger sister	HNG	target	HNG	1 tfoti behen	1 tfoti behen	1 tfoti behen	1 tfoti behen	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
110	35	28	2	110. yousger sister	BPL	comparison	BPL					tesseract_psm6	1	token=BPL;edit=0;score=0.00		audit-only comparison	
110	35	28	2	110. yousger sister	HTR	target	HTR					tesseract_psm6	1	token=HTR;edit=0;score=0.00		pending	
110	35	28	2	110. yousger sister	HLH	target	HLH	1 tfsoti bahana	1 tfsoti bahana	1 tfsoti bahana	1 tf*oți bahana	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
110	35	28	2	110. yousger sister	PBG	comparison	PBG	(name only)	(name only)	(name only)	(name only)	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
110	35	28	2	110. yousger sister	HIN	comparison	HIN	1 bahin	1 bahin	1 bahin	1 bahin	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
110	35	28	2	110. yousger sister	PUN	comparison	PUN	3 ntki p-ene	3 ntki p-ene	3 ntki p-ene	3 niki p-en°	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
111	35	28	3	111. son	HRT	target	HRT	1 befea	1 befea	1 befea	1 bof-a	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
111	35	28	3	111. son	HJN	target	HIN	1 bo[-a /2 lf*ora	1 bo[-a /2 lf*ora	1 bo[-a /2 lf*ora	1 bofl-a 12 tf*oru	tesseract_psm6	0	token=HIN;edit=1;score=1.00		pending	
111	35	28	3	111. son	HFT	target	HFT	1 bet-a	1 bet-a	1 bet-a	1 bet-a	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
111	35	28	3	111. son	HNG	target	HNG	1 beta	1 beta	1 beta	1 beța	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
111	35	28	3	111. son	BPL	comparison	BPL	1 beta	1 beta	1 beta	1 beța	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
111	35	28	3	111. son	HTR	target	HTR	1 beta	1 beta	1 beta	1 beța	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
111	35	28	3	111. son	HLH	target	HLH	1 beta	1 beta	1 beta	1 beța	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
111	35	28	3	111. son	PBG	comparison	PBG	2 tfotu	2 tfotu	2 tfotu	2 tfotu	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
111	35	28	3	111. son	HIN	comparison	HIN	1 beta	1 beta	1 beta	1 boța	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
111	35	28	3	111. son	PUN	comparison	PUN	3 monda /4 pogfar	3 monda /4 pogfar	3 monda /4 pogfar	3 monda /4 pokar	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
112	35	28	1	112. daeghter	HRT	target	HRT	1 bet- i	1 bet- i	1 bet- i	1 bețt-i	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
112	35	28	1	112. daeghter	HJN	target	HJN	1 bet-1 /2 tf*ort	1 bet-1 /2 tf*ort	1 bet-1 /2 tf*ort	1 beț-i /2 tf^ħori	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
112	35	28	1	112. daeghter	HFT	target	HFT	1 bet-i	1 bet-i	1 bet-i	1 bet.i	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
112	35	28	1	112. daeghter	HNG	target	HNG	1 bet! logajt	1 bet! logajt	1 bet! logajt	1 beți logajı	tesseract_psm6	0	token=HNG;edit=0;score=0.00;continued OCR line		pending	
112	35	28	1	112. daeghter	BPL	comparison	BPL	1 beti	1 beti	1 beti	1 beți	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
112	35	28	1	112. daeghter	HTR	target	HTR	1 beti	1 beti	1 beti	1 beti	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
112	35	28	1	112. daeghter	HLH	target	HLH	1 beti	1 beti	1 beti	1 beți	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
112	35	28	1	112. daeghter	PBG	comparison	PBG	2 tfotl	2 tfotl	2 tfotl	2 tfoti	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
112	35	28	1	112. daeghter	HIN	comparison	HIN	1 beti	1 beti	1 beti	1 beți	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
112	35	28	1	112. daeghter	PUN	comparison	PI	'IN 2 LEaAAi 2&2 @.2-h?	'IN 2 LEaAAi 2&2 @.2-h?	'IN 2 LEaAAi 2&2 @.2-h?	7? Ladi P7AÅA b.. hg	tesseract_psm6	0	token=PI;edit=2;score=2.00		audit-only comparison	
113	35	28	2	113. husband	HRT	target	HRT	1 g*acala /2 k*asam	1 g*acala /2 k*asam	1 g*acala /2 k*asam	1 għaraļa 12 kħasam	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
113	35	28	2	113. husband	HJN	target	HJN	1 gacala /3 batewu	1 gacala /3 batewu	1 gacala /3 batewu	1 garaļa 13 bațtewu	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
113	35	28	2	113. husband	HFT	target	HFT	1 g*eralo	1 g*eralo	1 g*eralo	1 g*eraļo	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
113	35	28	2	113. husband	HNG	target	HNG	1 g*arvala	1 g*arvala	1 g*arvala	1 għarvaļa	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
113	35	28	2	113. husband	BPL	comparison	BPL	1 garvalo	1 garvalo	1 garvalo	1 gřarvalo	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
113	35	28	2	113. husband	HTR	target	HTR	1 g*acvala /2 k®*asam	1 g*acvala /2 k®*asam	1 g*acvala /2 k®*asam	1 għacvaļa ?2 kbasam	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
113	35	28	2	113. husband	HLH	target	HLH	"1 g""acvala /2 k*asam"	"1 g""acvala /2 k*asam"	"1 g""acvala /2 k*asam"	1 għarvaļa ?2 kasam	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
113	35	28	2	113. husband	PBG	comparison	PBG	1 gacwala	1 gacwala	1 gacwala	1 garwala	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
113	35	28	2	113. husband	HIN	comparison	HIN	4 pati 75 sctman DIIN 4 bin oala	4 pati 75 sctman DIIN 4 bin oala	4 pati 75 sctman DIIN 4 bin oala	4 pati 15 rìman	tesseract_psm6	0	token=HIN;edit=0;score=0.00;continued OCR line		audit-only comparison	
113	35	28	2	113. husband	PUN	comparison					93 baua vala	tesseract_psm6	1	site label absent from OCR		audit-only comparison	
114	35	28	3	114. wife	HRT	target	HRT	1 gtacali /2 bahu	1 gtacali /2 bahu	1 gtacalt 72 bahu	"1 g""arali /2 bahu"	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
114	35	28	3	114. wife	HJN	target	HJN	1 garali	1 garali	1 garali	1 garali	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
114	35	28	3	114. wife	HFT	target	HFT	1 g*crali	1 g*crali	1 g*crali	1 gřcrafļi	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
114	35	28	3	114. wife	HNG	target	HNG	1 g*arvali /2 bahu /1	1 g*arvali /2 bahu /1	1 g*arvali /2 bahu /1	1 għarcvaļli 7/2 bahu ?}1	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
114	35	28	3	114. wife	BPL	comparison	BPL	2 bahu	2 bahu	2 bahu	2 bahu	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
114	35	28	3	114. wife	HTR	target	HTR	1 ghacvalt /2 bahu	1 ghacvalt /2 bahu	1 ghacvalt /2 bahu	1 għarcvali /2 bahu	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
114	35	28	3	114. wife	HLH	target	HLH	2 bahu	2 bahu	2 bahu	2 bahu	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
114	35	28	3	114. wife	PBG	comparison	PBG	1 garawali	1 garawali	1 garawali	1 garawali	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
114	35	28	3	114. wife	HIN	comparison	HIN	3 patni /4 scimati Drie 8¢@ be wm meee tk 2	3 patni /4 scimati Drie 8¢@ be wm meee tk 2	3 patni /4 scimati Drie 8¢@ be wm meee tk 2	3 patni 7/4 şrimațġi DIIN 4} Lom a,n	tesseract_psm6	0	token=HIN;edit=0;score=0.00;continued OCR line		audit-only comparison	
114	35	28	3	114. wife	PUN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
115	35	28	1	wit ReQ et wey hae | 115. boy	HRT	target	HRT	1 tfora	1 tfora	1 tfora	1 tfora	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
115	35	28	1	wit ReQ et wey hae | 115. boy	HJN	target	HJN	1 tfora	1 tfora	1 tfora	1 tfora	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
115	35	28	1	wit ReQ et wey hae | 115. boy	HFT	target	HFT	1 tfora	1 tfora	1 tfora	1 tfora	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
115	35	28	1	wit ReQ et wey hae | 115. boy	HNG	target	HNG	1 tfokra	1 tfokra	1 tfokra	1 tfokra	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
115	35	28	1	wit ReQ et wey hae | 115. boy	BPL	comparison	BPL	1 tfora	1 tfora	1 tfora	1 tfora	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
115	35	28	1	wit ReQ et wey hae | 115. boy	HTR	target	HTR	1 tf*ora #2 ladke	1 tf*ora #2 ladke	1 tf*ora #2 ladke	1 tf*ora }2 ladke	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
115	35	28	1	wit ReQ et wey hae | 115. boy	HLH	target	HLH	1 tfora	1 tfora	1 tfora	1 tfora	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
115	35	28	1	wit ReQ et wey hae | 115. boy	PBG	comparison	PBG	1 tfotu	1 tfotu	1 tfotu	1 tfotu	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
115	35	28	1	wit ReQ et wey hae | 115. boy	HIN	comparison	HIN	2 tacka	2 tacka	2 tacka	2 laçka	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
115	35	28	1	wit ReQ et wey hae | 115. boy	PUN	comparison	PUN	3 monda	3 monda	3 monda	3 sonda	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	HRT	target	HRT	1 tfori	1 tfori	1 tfori	1 tfori	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	HJN	target	HJN	1 tforl	1 tforl	1 tforl	1 tfori	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	HFT	target	HFT	1 tfort	1 tfort	1 tfort	1 tfori	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	HNG	target	HNG	1 tfokri	1 tfokri	1 tfokri	1 tfokri	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	BPL	comparison	BPL	1 tfori	1 tfori	1 tfori	1 tfori	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	HTR	target	HTR	1 tfhori 12 Jadki	1 tfhori 12 Jadki	1 tfhori 12 Jadki	1 tfħori 12 laqki	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	HLH	target	HLH	1 tfori	1 tfori	1 tfori	1 tfori	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	PBG	comparison	PBG	1 tfoti	1 tfoti	1 tfoti	1 tfoti	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	HIN	comparison	HIN	2 lacki	2 lacki	2 lacki	2 latki	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
116	35	28	2	TUN 2 KAD VaLa | 116. girl	PUN	comparison	PUN	3 kod!	3 kod!	3 kod!	3 kodi	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	HRT	target	HRT	1 den	1 den	1 den	1 den	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	HJN	target	HJN	1 gen-	1 gen-	1 gen-	1 den.	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	HFT	target	HFT	1 gin	1 gin	1 gin	1 din	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	HNG	target	HNG	1 qin	1 qin	1 qin	ł dtn	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	BPL	comparison	BPL	1 gin	1 gin	1 gin	1 din	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	HTR	target	HTR	1 din	1 din	1 din	1 din	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	HLH	target	HLH	1 gin	1 gin	1 gin	1 gdin	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	PBG	comparison	PBG	1 din /2 decda	1 din /2 decda	1 din /2 decda	1 din ?2 deçda	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	HIN	comparison	HIN	1 din	1 din	1 din	1 din	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
117	35	28	3	PUN 1 KAG® Va[l | 117. day	PUN	comparison	PUN	1 den	1 den	1 den	1 den	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
118	35	28	1	118. might	HRT	target	HRT	1 rat	1 rat	1 rat	1 rat	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
118	35	28	1	118. might	HJN	target	HJN	1 ret	1 ret	1 ret	1 ræt	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
118	35	28	1	118. might	HFT	target	HFT	1 cag	1 cag	1 cag	2 rag	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
118	35	28	1	118. might	HNG	target	HNG	1 rat	1 rat	1 rat	1 rat	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
118	35	28	1	118. might	BPL	comparison	BPL	1 rat	1 rat	1 rat	1 rat	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
118	35	28	1	118. might	HTR	target	HTR	1 rat	1 rat	1 rat	1 rat	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
118	35	28	1	118. might	HLH	target	HLH	1 rat	1 rat	1 rat	1 rat	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
118	35	28	1	118. might	PBG	comparison	PKG	1 rat	1 rat	1 rat	1 rati	tesseract_psm6	0	token=PKG;edit=1;score=1.00		audit-only comparison	
118	35	28	1	118. might	HIN	comparison	HIN	1 cat	1 cat	1 cat	i rat	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
118	35	28	1	118. might	PUN	comparison	PUN	1 rate	1 rate	1 rate	1 rațł”	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
119	35	28	2	119. sorning	HRT	target	HRT	1 tad-ka	1 tad-ka	1 tad-ka	1 tadq>ka	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
119	35	28	2	119. sorning	HJN	target	HJN	1 tadke /2 tf*odk	1 tadke /2 tf*odk	1 tadke /2 tf*odk	1 tadke 12 tfrök	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
119	35	28	2	119. sorning	HFT	target	HFT	3 gunge	3 gunge	3 gunge	3 gdtnge	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
